Ref,Choice R3,Integration [HH] R3,Total Connectivity R3,Choice normal,Integration normal,Total Connectivity normal
362,4,1.2241485,51,0.001709402,0.294804858,0.059945504
363,4,1.5517242,101,0.001709402,0.403212205,0.128065395
364,2,1,34,0.000854701,0.220625534,0.036784741
365,7,1.2241485,50,0.002991453,0.294804858,0.058583106
366,16,1.3592209,69,0.006837607,0.339505489,0.084468665
367,12,1.3443909,65,0.005128205,0.334597674,0.079019074
368,10,1.40625,88,0.004273504,0.35506922,0.110354223
369,4,1.0445806,44,0.001709402,0.235378962,0.050408719
370,14,1.5346701,110,0.005982906,0.39756835,0.140326975
371,15,1.4652896,113,0.006410256,0.374607685,0.144414169
372,18,1.4382962,103,0.007692308,0.365674535,0.130790191
373,16,1.2989333,50,0.006837607,0.319554013,0.058583106
374,12,1.2726263,70,0.005128205,0.310848019,0.085831063
375,20,1.6771457,153,0.008547009,0.444718984,0.198910082
376,284,2.4998574,343,0.121367521,0.716985798,0.457765668
377,35,1.9887408,250,0.014957265,0.547837737,0.33106267
378,6,1.9283267,244,0.002564103,0.527844398,0.322888283
379,27,2.0946865,213,0.011538462,0.582899228,0.280653951
380,331,2.5666354,360,0.141452991,0.739085196,0.480926431
381,304,2.6317604,382,0.12991453,0.760637553,0.510899183
382,87,2.5202513,470,0.037179487,0.723734921,0.630790191
383,176,2.3519452,345,0.075213675,0.668035986,0.460490463
384,26,2.3177571,403,0.011111111,0.656721834,0.539509537
385,48,2.1161878,250,0.020512821,0.590014832,0.33106267
386,556,2.7865698,452,0.237606838,0.811869914,0.60626703
387,1856,3.3550446,710,0.793162393,1,0.957765668
388,91,2.3738937,388,0.038888889,0.675299585,0.519073569
389,78,2.0729513,262,0.033333333,0.575706218,0.347411444
390,210,2.4198058,340,0.08974359,0.690493658,0.453678474
391,52,2.1333411,268,0.022222222,0.595691516,0.355585831
392,81,2.2081959,283,0.034615385,0.620463836,0.376021798
393,99,2.3961761,312,0.042307692,0.682673685,0.415531335
394,19,1.951013,245,0.008119658,0.535352163,0.324250681
395,16,1.5592874,120,0.006837607,0.405715158,0.153950954
396,18,1.5,114,0.007692308,0.386094686,0.145776567
397,39,2.0473592,245,0.016666667,0.567236811,0.324250681
398,2,1.4221928,119,0.000854701,0.360345303,0.152588556
399,0,1.4221928,119,0,0.360345303,0.152588556
400,78,2.2874444,289,0.033333333,0.6466902,0.384196185
401,182,2.593091,452,0.077777778,0.747840368,0.60626703
402,101,2.3456216,396,0.043162393,0.665943264,0.529972752
403,322,2.7922814,499,0.137606838,0.813760101,0.670299728
404,0,1.8122568,228,0,0.489432422,0.301089918
405,64,1.8489804,90,0.027350427,0.501585668,0.113079019
406,8,1.3076391,53,0.003418803,0.322435096,0.0626703
407,21,1.4931926,95,0.008974359,0.383841857,0.119891008
408,12,1.2906152,66,0.005128205,0.316801235,0.080381471
409,83,2.1505446,211,0.035470085,0.601384813,0.277929155
410,7,1.2123377,47,0.002991453,0.290896212,0.054495913
411,6,1.1365665,49,0.002564103,0.26582062,0.057220708
412,1,1.2123377,47,0.00042735,0.290896212,0.054495913
413,19,1.6926663,104,0.008119658,0.449855345,0.132152589
414,12,1.5212561,102,0.005128205,0.393129144,0.129427793
415,16,1.2552096,55,0.006837607,0.305084166,0.065395095
416,14,1.3873369,53,0.005982906,0.348810151,0.0626703
417,8,0.98558021,27,0.003418803,0.215853473,0.027247956
418,6,0.8619656,17,0.002564103,0.174944664,0.013623978
419,6,0.84912294,19,0.002564103,0.170694536,0.016348774
420,6,0.94787496,40,0.002564103,0.203375362,0.044959128
421,14,1.469555,100,0.005982906,0.376019269,0.126702997
422,4,1.4538981,90,0.001709402,0.370837801,0.113079019
423,60,1.8649745,184,0.025641026,0.506878728,0.241144414
424,10,1.2621337,79,0.004273504,0.307375616,0.098092643
425,12,1.3815587,85,0.005128205,0.346897923,0.10626703
426,121,2.0655131,174,0.051709402,0.573244632,0.227520436
427,12,1.2123377,44,0.005128205,0.290896212,0.050408719
428,12,1.2552096,48,0.005128205,0.305084166,0.055858311
429,54,1.6857162,92,0.023076923,0.44755529,0.115803815
430,10,1.1561403,47,0.004273504,0.27229834,0.054495913
431,6,1.0698866,65,0.002564103,0.243753687,0.079019074
432,18,1.7051717,179,0.007692308,0.45399386,0.234332425
433,18,1.7051717,177,0.007692308,0.45399386,0.231607629
434,6,1.0102814,56,0.002564103,0.224028043,0.066757493
435,6,0.84912294,20,0.002564103,0.170694536,0.017711172
436,6,0.84912294,16,0.002564103,0.170694536,0.01226158
437,6,0.8870222,26,0.002564103,0.183236852,0.025885559
438,10,1.1981546,62,0.004273504,0.286202481,0.07493188
439,14,1.4221928,78,0.005982906,0.360345303,0.096730245
440,18,1.2241485,46,0.007692308,0.294804858,0.053133515
441,38,1.7802029,178,0.016239316,0.478824559,0.232970027
442,304,2.6193171,416,0.12991453,0.756519589,0.557220708
443,44,2.1496761,296,0.018803419,0.601097393,0.39373297
444,10,1.1981546,65,0.004273504,0.286202481,0.079019074
445,6,0.8619656,17,0.002564103,0.174944664,0.013623978
446,8,0.98558021,23,0.003418803,0.215853473,0.021798365
447,6,0.84912294,15,0.002564103,0.170694536,0.010899183
448,6,0.84912294,15,0.002564103,0.170694536,0.010899183
449,6,0.8619656,22,0.002564103,0.174944664,0.020435967
450,8,1.0952908,58,0.003418803,0.25216091,0.069482289
451,10,1.4850357,113,0.004273504,0.381142426,0.144414169
452,32,1.7901133,187,0.013675214,0.482104289,0.245231608
453,8,1.2621337,83,0.003418803,0.307375616,0.103542234
454,22,1.5364467,70,0.009401709,0.398156295,0.085831063
455,57,1.8855816,144,0.024358974,0.513698407,0.186648501
456,91,2.2231505,255,0.038888889,0.625412886,0.337874659
457,13,1.7777745,157,0.005555556,0.478020908,0.204359673
458,0,0.49860358,19,0,0.054694253,0.016348774
459,8,1.0445806,42,0.003418803,0.235378962,0.047683924
460,32,1.6828449,81,0.013675214,0.446605067,0.100817439
461,17,1.4635203,66,0.007264957,0.374022156,0.080381471
462,2,1.5967636,143,0.000854701,0.418117468,0.185286104
463,18,1.7251066,147,0.007692308,0.460591082,0.190735695
464,18,1.9432633,241,0.007692308,0.532787491,0.31880109
465,20,1.6322472,142,0.008547009,0.42986035,0.183923706
466,4,1.6322472,142,0.001709402,0.42986035,0.183923706
467,1,0.94787496,50,0.00042735,0.203375362,0.058583106
468,67,2.1720436,277,0.028632479,0.608499655,0.367847411
469,2,0.94787496,52,0.000854701,0.203375362,0.061307902
470,10,1.40625,132,0.004273504,0.35506922,0.170299728
471,6,1.3235294,104,0.002564103,0.327693805,0.132152589
472,15,1.7702218,197,0.006410256,0.47552143,0.258855586
473,32,2.1902361,311,0.013675214,0.61452025,0.414168937
474,193,2.381089,324,0.082478632,0.677680785,0.431880109
475,30,1.9669616,253,0.012820513,0.540630166,0.335149864
476,6,1.226782,119,0.002564103,0.295676384,0.152588556
477,10,1.5909802,182,0.004273504,0.416203519,0.238419619
478,30,1.9669616,251,0.012820513,0.540630166,0.332425068
479,6,1.1779915,87,0.002564103,0.279529739,0.108991826
480,6,0.8619656,34,0.002564103,0.174944664,0.036784741
481,8,1.0952908,73,0.003418803,0.25216091,0.089918256
482,38,1.9282428,262,0.016239316,0.527816632,0.347411444
483,8,1.0697098,70,0.003418803,0.243695177,0.085831063
484,4,0.69804502,17,0.001709402,0.120697065,0.013623978
485,0,0.33333334,8,0,0,0.001362398
486,216,2.4884956,370,0.092307692,0.713225743,0.494550409
487,14,1.6144457,149,0.005982906,0.423969152,0.19346049
488,14,1.3304729,76,0.005982906,0.329991675,0.09400545
489,36,1.6700469,98,0.015384615,0.442369719,0.123978202
490,5,1.2123377,48,0.002136752,0.290896212,0.055858311
491,4,1.3443909,74,0.001709402,0.334597674,0.091280654
492,83,2.0209444,146,0.035470085,0.558495142,0.189373297
493,323,2.6244519,290,0.138034188,0.758218891,0.385558583
494,17,1.2123377,32,0.007264957,0.290896212,0.034059946
495,8,0.98558021,25,0.003418803,0.215853473,0.024523161
496,6,0.91666669,32,0.002564103,0.19304735,0.034059946
497,10,1.2621337,83,0.004273504,0.307375616,0.103542234
498,71,2.0161357,225,0.03034188,0.556903759,0.297002725
499,9,1.3592209,84,0.003846154,0.339505489,0.104904632
500,9,1.5346701,134,0.003846154,0.39756835,0.173024523
501,9,1.4516129,96,0.003846154,0.370081541,0.121253406
502,85,2.1185658,210,0.036324786,0.590801803,0.276566757
503,32,1.7164973,112,0.013675214,0.457741935,0.143051771
504,97,1.9341822,79,0.041452991,0.529782207,0.098092643
505,14,1.31797,53,0.005982906,0.325853986,0.0626703
506,6,1.25,82,0.002564103,0.30336011,0.102179837
507,28,1.896242,194,0.011965812,0.517226341,0.254768392
508,756,2.8566723,451,0.323076923,0.835069516,0.604904632
509,14,1.3938289,44,0.005982906,0.350958602,0.050408719
510,14,1.31797,42,0.005982906,0.325853986,0.047683924
511,6,0.94787496,27,0.002564103,0.203375362,0.027247956
512,6,0.84912294,29,0.002564103,0.170694536,0.029972752
513,6,1.152335,69,0.002564103,0.27103902,0.084468665
514,28,1.896242,190,0.011965812,0.517226341,0.249318801
515,14,1.4850357,97,0.005982906,0.381142426,0.122615804
516,28,1.9276668,203,0.011965812,0.527626011,0.267029973
517,7,0.98510355,21,0.002991453,0.215695728,0.019073569
518,4,0.94787496,28,0.001709402,0.203375362,0.028610354
519,11,1.3076391,40,0.004700855,0.322435096,0.044959128
520,15,1.507236,101,0.006410256,0.388489356,0.128065395
521,15,1.6701162,138,0.006410256,0.442392653,0.178474114
522,5,1.0102814,62,0.002136752,0.224028043,0.07493188
523,8,1,41,0.003418803,0.220625534,0.046321526
524,3,1.9378124,198,0.001282051,0.530983579,0.260217984
525,11,1.9378124,198,0.004700855,0.530983579,0.260217984
526,4,1.9378124,198,0.001709402,0.530983579,0.260217984
527,16,1.6546941,123,0.006837607,0.437288889,0.158038147
528,218,2.3907311,272,0.093162393,0.680871726,0.361035422
529,14,1.6819378,156,0.005982906,0.446304873,0.202997275
530,25,1.9777361,181,0.010683761,0.544195861,0.237057221
531,13,1.8614054,169,0.005555556,0.505697576,0.220708447
532,36,1.7777745,151,0.015384615,0.478020908,0.196185286
533,46,1.896242,192,0.01965812,0.517226341,0.252043597
534,267,2.5325277,238,0.114102564,0.727797652,0.314713896
535,127,2.206125,173,0.054273504,0.619778496,0.226158038
536,12,1.4221928,98,0.005128205,0.360345303,0.123978202
537,4,0.94787496,47,0.001709402,0.203375362,0.054495913
538,6,1.1708162,77,0.002564103,0.277155157,0.095367847
539,26,2.2673125,326,0.011111111,0.640027783,0.434604905
540,35,1.9525653,259,0.014957265,0.535865879,0.343324251
541,14,1.3873369,83,0.005982906,0.348810151,0.103542234
542,18,1.31797,83,0.007692308,0.325853986,0.103542234
543,8,1.0697098,59,0.003418803,0.243695177,0.070844687
544,12,1.5594513,140,0.005128205,0.405769398,0.18119891
545,13,1.5872986,142,0.005555556,0.414985137,0.183923706
546,9,1.3443909,89,0.003846154,0.334597674,0.111716621
547,14,1.8712084,259,0.005982906,0.508941764,0.343324251
548,30,1.632839,113,0.012820513,0.430056199,0.144414169
549,19,1.4666082,73,0.008119658,0.37504406,0.089918256
550,10,1.1768752,52,0.004273504,0.279160313,0.061307902
551,14,1.3304729,69,0.005982906,0.329991675,0.084468665
552,43,1.7963344,133,0.018376068,0.48416309,0.171662125
553,6,1.238816,61,0.002564103,0.299658896,0.073569482
554,1,1.40625,98,0.00042735,0.35506922,0.123978202
555,95,2.1876149,238,0.040598291,0.613652795,0.314713896
556,27,1.9161526,199,0.011538462,0.523815522,0.261580381
557,26,1.8571436,154,0.011111111,0.504287183,0.20027248
558,9,1.7251066,143,0.003846154,0.460591082,0.185286104
559,173,2.3329358,247,0.073931624,0.661745047,0.326975477
560,3,1.8614054,199,0.001282051,0.505697576,0.261580381
561,37,2.0531514,216,0.015811966,0.569153672,0.284741144
562,121,2.2398014,215,0.051709402,0.630923307,0.283378747
563,150,2.5374596,409,0.064102564,0.729429807,0.547683924
564,6,1.5738505,172,0.002564103,0.410534645,0.22479564
565,6,1.5594513,170,0.002564103,0.405769398,0.222070845
566,154,2.5450079,426,0.065811966,0.731927828,0.570844687
567,26,1.7520223,166,0.011111111,0.469498519,0.216621253
568,8,1.678477,195,0.003418803,0.445159562,0.25613079
569,2,1.4791844,94,0.000854701,0.379206007,0.11852861
570,16,1.8783784,212,0.006837607,0.511314592,0.279291553
571,14,1.8276744,149,0.005982906,0.494534696,0.19346049
572,132,2.2819183,193,0.056410256,0.644861402,0.253405995
573,8,1.9450908,216,0.003418803,0.533392281,0.284741144
574,5,1.5992693,116,0.002136752,0.4189467,0.148501362
575,72,1.9768722,153,0.030769231,0.543909963,0.198910082
576,9,1.4538981,111,0.003846154,0.370837801,0.141689373
577,0,1.2196002,75,0,0.293299652,0.092643052
578,7,1.2196002,75,0.002991453,0.293299652,0.092643052
579,2,1.4221928,92,0.000854701,0.360345303,0.115803815
580,4,1.6216003,148,0.001709402,0.426336883,0.192098093
581,5,1.5171889,168,0.002136752,0.391783151,0.219346049
582,27,2.2132738,374,0.011538462,0.622144308,0.5
583,16,1.7849092,223,0.006837607,0.480382053,0.294277929
584,13,1.7297633,160,0.005555556,0.462132163,0.208446866
585,13,1.7601773,202,0.005555556,0.47219732,0.265667575
586,140,2.4996169,447,0.05982906,0.716906208,0.599455041
587,12,1.6771457,185,0.005128205,0.444718984,0.242506812
588,11,1.7213885,181,0.004700855,0.459360621,0.237057221
589,0,1.2726263,90,0,0.310848019,0.113079019
590,1,1.6994165,192,0.00042735,0.452089244,0.252043597
591,13,1.8805417,224,0.005555556,0.512030511,0.295640327
592,26,2.024497,260,0.011111111,0.559670834,0.344686649
593,133,2.2900689,287,0.056837607,0.647558748,0.38147139
594,52,2.4314725,362,0.022222222,0.694354615,0.483651226
595,112,2.377975,377,0.047863248,0.676650244,0.504087193
596,26,1.7081656,149,0.011111111,0.454984657,0.19346049
597,6,1.2552096,64,0.002564103,0.305084166,0.077656676
598,14,1.5592874,141,0.005982906,0.405715158,0.182561308
599,6,1.5688319,117,0.002564103,0.408873798,0.14986376
600,14,2.1843705,352,0.005982906,0.612579099,0.470027248
601,42,2.237165,355,0.017948718,0.630050821,0.474114441
602,18,1.5688319,118,0.007692308,0.408873798,0.151226158
603,9,1.3995763,139,0.003846154,0.352860637,0.179836512
604,11,1.6322472,149,0.004700855,0.42986035,0.19346049
605,161,2.4484758,379,0.068803419,0.699981659,0.506811989
606,10,1.5302317,149,0.004273504,0.396099513,0.19346049
607,36,1.6413553,137,0.015384615,0.432874569,0.177111717
608,8,1.1208336,49,0.003418803,0.260614001,0.057220708
609,8,0.98558021,36,0.003418803,0.215853473,0.039509537
610,14,1.2829794,89,0.005982906,0.314274257,0.111716621
611,0,0.58170414,24,0,0.082195411,0.023160763
612,32,1.9980253,252,0.013675214,0.550910334,0.333787466
613,9,2.1496761,333,0.003846154,0.601097393,0.444141689
614,6,1.1460608,71,0.002564103,0.268962647,0.08719346
615,40,2.0943713,240,0.017094017,0.582794916,0.317438692
616,119,2.2422245,193,0.050854701,0.631725203,0.253405995
617,189,2.3628564,248,0.080769231,0.67164692,0.328337875
618,18,1.6503496,115,0.007692308,0.435851128,0.147138965
619,18,1.7297633,137,0.007692308,0.462132163,0.177111717
620,18,1.6178579,93,0.007692308,0.42509838,0.117166213
621,75,1.8962001,93,0.032051282,0.517212475,0.117166213
622,37,1.7938285,146,0.015811966,0.483333791,0.189373297
623,32,1.7938285,144,0.013675214,0.483333791,0.186648501
624,61,1.8017781,136,0.026068376,0.485964619,0.175749319
625,10,1.31797,66,0.004273504,0.325853986,0.080381471
626,14,1.3304729,72,0.005982906,0.329991675,0.088555858
627,8,1.4166186,95,0.003418803,0.358500587,0.119891008
628,82,2.1475871,207,0.035042735,0.600406063,0.272479564
629,9,1.3812032,96,0.003846154,0.346780274,0.121253406
630,7,1.1561403,55,0.002991453,0.27229834,0.065395095
631,25,1.606352,76,0.010683761,0.421290636,0.09400545
632,19,1.7251066,126,0.008119658,0.460591082,0.162125341
633,53,1.8950444,137,0.022649573,0.51683001,0.177111717
634,22,1.4255327,72,0.009401709,0.361450604,0.088555858
635,8,1.0207884,36,0.003418803,0.227505212,0.039509537
636,6,0.8870222,30,0.002564103,0.183236852,0.03133515
637,8,1.0952908,52,0.003418803,0.25216091,0.061307902
638,25,1.6249448,105,0.010683761,0.427443706,0.133514986
639,30,1.8815688,151,0.012820513,0.512370418,0.196185286
640,34,1.9161526,169,0.014529915,0.523815522,0.220708447
641,133,2.3036129,214,0.056837607,0.652040976,0.282016349
642,64,2.0712798,175,0.027350427,0.575153054,0.228882834
643,18,1.6322472,129,0.007692308,0.42986035,0.166212534
644,33,1.6741856,116,0.014102564,0.443739373,0.148501362
645,21,1.6216003,139,0.008974359,0.426336883,0.179836512
646,19,1.3938289,69,0.008119658,0.350958602,0.084468665
647,7,1.1208336,57,0.002991453,0.260614001,0.068119891
648,14,1.507236,127,0.005982906,0.388489356,0.163487738
649,76,2.2365911,277,0.032478632,0.629860895,0.367847411
650,192,2.3553197,327,0.082051282,0.669152737,0.435967302
651,107,2.1608374,287,0.045726496,0.604791094,0.38147139
652,65,2.0682282,216,0.027777778,0.574143163,0.284741144
653,52,1.7852225,91,0.022222222,0.480485736,0.114441417
654,10,1.2726263,54,0.004273504,0.310848019,0.064032698
655,6,1.0445806,40,0.002564103,0.235378962,0.044959128
656,19,1.31797,53,0.008119658,0.325853986,0.0626703
657,24,1.6249448,118,0.01025641,0.427443706,0.151226158
658,8,1.238816,53,0.003418803,0.299658896,0.0626703
659,38,1.6741856,88,0.016239316,0.443739373,0.110354223
660,23,1.7251066,146,0.00982906,0.460591082,0.189373297
661,19,1.6100973,136,0.008119658,0.4225301,0.175749319
662,18,1.6992515,144,0.007692308,0.452034639,0.186648501
663,29,1.4666082,69,0.012393162,0.37504406,0.084468665
664,24,1.6211112,109,0.01025641,0.426175021,0.138964578
665,30,1.9596733,210,0.012820513,0.538218188,0.276566757
666,11,1.40625,112,0.004700855,0.35506922,0.143051771
667,7,1.3304729,56,0.002991453,0.329991675,0.066757493
668,10,1.6771457,130,0.004273504,0.444718984,0.167574932
669,726,2.9368606,324,0.31025641,0.861606896,0.431880109
670,4,1.896242,178,0.001709402,0.517226341,0.232970027
671,18,1.632839,113,0.007692308,0.430056199,0.144414169
672,6,1.2726263,64,0.002564103,0.310848019,0.077656676
673,5,1.5627899,128,0.002136752,0.406874269,0.164850136
674,43,1.7963344,131,0.018376068,0.48416309,0.16893733
675,21,1.9512056,178,0.008974359,0.535415902,0.232970027
676,2,1.6338958,135,0.000854701,0.430405935,0.174386921
677,33,2.0416565,208,0.014102564,0.56534957,0.273841962
678,23,2.0531514,196,0.00982906,0.569153672,0.257493188
679,36,2.1118128,189,0.015384615,0.588566976,0.247956403
680,1,1.6092162,129,0.00042735,0.42223851,0.166212534
681,0,1.8783784,180,0,0.511314592,0.235694823
682,33,2.0360241,189,0.014102564,0.563485593,0.247956403
683,61,1.8391043,126,0.026068376,0.498317288,0.162125341
684,9,1.3088794,71,0.003846154,0.322845559,0.08719346
685,13,1.31797,58,0.005555556,0.325853986,0.069482289
686,39,2.0250261,184,0.016666667,0.559845933,0.241144414
687,19,1.9305556,169,0.008119658,0.528582026,0.220708447
688,15,1.7641696,160,0.006410256,0.473518525,0.208446866
689,4,1.2409762,75,0.001709402,0.300373789,0.092643052
690,36,1.6741856,100,0.015384615,0.443739373,0.126702997
691,6,1.2409762,75,0.002564103,0.300373789,0.092643052
692,15,1.7641696,160,0.006410256,0.473518525,0.208446866
693,496,2.7747409,334,0.211965812,0.807955278,0.445504087
694,18,1.7500782,166,0.007692308,0.468855141,0.216621253
695,20,1.7093985,152,0.008547009,0.45539267,0.197547684
696,51,1.9304764,141,0.021794872,0.528555816,0.182561308
697,31,1.9161526,185,0.013247863,0.523815522,0.242506812
698,24,2.0099213,203,0.01025641,0.554847176,0.267029973
699,33,2.0781591,218,0.014102564,0.577429678,0.28746594
700,173,2.1739249,231,0.073931624,0.609122249,0.305177112
701,79,1.9916406,219,0.033760684,0.548797392,0.288828338
702,24,1.9201292,199,0.01025641,0.525131531,0.261580381
703,15,1.8260332,185,0.006410256,0.49399156,0.242506812
704,327,2.604677,406,0.13974359,0.751674619,0.54359673
705,25,1.5226898,102,0.010683761,0.39360361,0.129427793
706,8,1.5003179,126,0.003418803,0.386199891,0.162125341
707,158,2.3055882,308,0.067521368,0.652694679,0.410081744
708,23,1.9315701,258,0.00982906,0.528917763,0.341961853
709,5,0.87255627,13,0.002136752,0.178449522,0.008174387
710,5,0.84912294,15,0.002136752,0.170694536,0.010899183
711,4,0.84912294,15,0.001709402,0.170694536,0.010899183
712,5,0.98510355,17,0.002136752,0.215695728,0.013623978
713,15,1.2671746,19,0.006410256,0.309043843,0.016348774
714,6,0.98510355,17,0.002564103,0.215695728,0.013623978
715,8,0.98558021,20,0.003418803,0.215853473,0.017711172
716,6,0.8870222,25,0.002564103,0.183236852,0.024523161
717,8,1.0445806,47,0.003418803,0.235378962,0.054495913
718,18,1.5717616,133,0.007692308,0.409843348,0.171662125
