评论,打分,积极评价要素词汇_1,积极评价要素词汇_2,积极评价要素词汇_3
Hi我是爱旅行的森屿走过很多座大大小小的春日小城唯独让我最喜欢的小城终于出现了这就是绍兴这座城市春天来绍兴旅游真的太惬意啦这篇超详细攻略快点赞收藏~-??旅游线路Day1抵达绍兴入住酒店鲁迅故里感受鲁迅笔下的童年乐园Day2安昌古镇鉴湖里体验水乡韵味赏千亩油菜花Day3西施故里旅游区返程-?必打卡景点1??鲁迅故里课本同款百草园迎来满园春色油菜花和芥菜生机勃勃石井栏皂荚树都能找到实物沉浸式感受大先生的童年时光2??安昌古镇始建于北宋河道千年流淌17座古桥横跨两岸乘坐乌篷船品尝手工酒酿扯白糖还能参观有100多年历史的仁昌酱园3??鉴湖里水面烟波缥缈三月的千亩油菜花绚烂绽放花香扑鼻还能品尝到鲜美河虾和有嚼劲的手工挂面4??西施故里旅游区踏入这里就走进了西施的传说浣纱石仍在江边仿佛能瞥见那位沉鱼女子的裙裾街头巷尾的次坞打面汤少料多鲜味十足-??交通攻略外地游客可先到杭州再选择高铁地铁或打车前往绍兴在绍兴共享单车和电动车随处可见出行超便捷-??住宿推荐推荐住在鲁迅故里仓桥直街或书圣故里附近出行方便周边美食也多-??其他Tips?鲁迅故里需提前在绍兴市文旅集团GZH??预约最好提前一星期?安昌古镇酱货飘香可按需购买?春季绍兴多雨记得携带雨具哦~,9,"绍兴, 春天, 惬意, 鲁迅故里, 童年乐园, 安昌古镇, 水乡韵味, 千亩油菜花, 西施故里旅游区, 沉浸式感受, 童年时光, 乌篷船, 手工酒酿扯白糖, 仁昌酱园, 鉴湖里, 烟波缥缈, 花香扑鼻, 鲜美河虾, 手工挂面, 西施传说, 浣纱石, 次坞打面汤, 出行便捷, 单车, 电动车, 仓桥直街, 书圣故里",,
1.与其说是个经典不如说它更像一个老的生活街区或者市集2.无门票 但是期待真别放太高了 跟乌镇这种一步一景的名镇还是相形见绌的 且里面的文化经典 绍兴师爷博物馆这种都是收费的逛的时候二楼不开放的 所以很快就看完了 没有几行字 也没有太多的藏品但来都来了看看没啥毛病 不然这一天更没法儿逛了3.说是不商业不网红但也是处处都是千篇一律的围炉煮茶4.如果你是一个食客就是来吃这些酱鸭酱鹌鹑肠这种当地特色的 来这里没毛病 如果你就是希望这是个没太开发的古镇想来主要看看江南景色 劝退5.建议游览时间 3h就吃吃逛逛 不能再多了6.关于美食推荐详见下一篇,1,"老的生活街区,市集,无门票,酱鸭,酱鹌鹑肠,当地特色,美食推荐",,
比起乌镇的精致我更偏爱安昌古镇的烟火气当踏入这里的那一刻才明白什么是人间烟火藏诗意清晨河边洗衣的阿婆廊棚下晒酱货的店家乌篷船上摇橹的船夫路边卖糯米酒的大爷每一幕都带着生活最本真的温度如果你也厌倦了人挤人的景区不妨来这里做一日小镇居民吧-??地址浙江省绍兴市柯桥区越州大道安昌古镇??门票免费?开放时间全天?游玩时间1天-?? 游玩路线?入口仁昌酱园安康寺师爷馆沿河老街城隍殿乌篷船体验???建议从古镇入口开始沿主河道慢行青石板路+乌篷船+腊肠飘香随手拍都是水墨画-?? 必打卡点1?? 仁昌酱园?百年非遗酱缸阵列阳光下超震撼舌尖取景地酱香扑鼻?2?? 师爷馆?天下师爷出安昌清代幕府文化展览穿汉服拍照很出片?3?? 桥头黄昏?傍晚的福禄万安如意三桥光影绝美灯笼亮起时仿佛穿越千年?4?? 乌篷船摇曳?40元/船可坐3人船夫脚划桨穿桥过巷沉浸式体验水乡生活-?? 美食攻略1?? 腊味天堂???沿街酱货铺腊肠酱鸭鱼干必买10元/串现蒸腊肠油润咸香???宝麟酒家央视推荐点一盘腊味拼盘配黄酒人均50元?2?? 碳水快乐???酒酿馒头2元/个蓬松微甜夹梅干菜扣肉绝了???南瓜花/臭豆腐5元/份酥脆爆汁认准老爷爷推车摊?3?? 黄酒周边???黄酒棒冰5元黄酒奶茶15元微醺不醉超特别-??温馨 小Tips?? 免费 古镇0门票部分小景点联票50元可选???自驾导航安昌古镇停车场10元/天??高铁到绍兴北站打车15分钟???下午4点后游客少夕阳+红灯笼氛围感拉满???穿素色/新中式服装避开周末人更少雨天更有烟雨江南味-??这里商业化不重半天足够逛完若是时间足够建议住一晚清晨的薄雾古镇才是人间值得,9,"烟火气,河边洗衣的阿婆,廊棚下晒酱货的店家,乌篷船上摇橹的船夫,路边卖糯米酒的大爷,生活最本真的温度,人间烟火藏诗意,青石板路,乌篷船,腊肠飘香,水墨画,仁昌酱园,百年非遗酱缸阵列,舌尖取景地,师爷馆,天下师爷出安昌,清代幕府文化展览,桥头黄昏,福禄万安如意三桥,灯笼亮起,乌篷船摇曳,水乡生活,腊味拼盘,黄酒,酒酿馒头,南瓜花,臭豆腐,黄酒棒冰,黄酒奶茶,商业化不重,烟雨江南味,薄雾古镇",,
说是古镇不如说是小吃两条街这都是重复小吃没啥古镇的味道这是我能拍到的没有腊鸡腊鸭没有臭水沟的几张了有些大聪明觉得人千年古镇是推倒重建比不上到处都是酱鸡酱鸭的古镇更原生态安昌我是没机会拍到所谓的原生态了小红书友们拍的所谓推倒重建的倒是跟我印象中去过的挺贴合的转载几张图片供大家洗洗眼当然喜欢买酱鸡酱鸭的还是得去酱鸡酱鸭镇那边没有,1,"古镇原貌,商业水平不高,童年的梦",,
??天官第-古越龙山安昌体验基地位于绍兴市柯桥区安昌古镇天官第文创园内??浙江古越龙山绍兴酒股份有限公司是中国黄酒行业头部企业也是国家非物质文化遗产绍兴黄酒酿制技艺的传承基地古越龙山秉承守正创新? 开放开拓发展理念传承传统创新发展以工匠精神酿造芬芳美酒赢得消费者的认可与点赞市场遍及全国并远销日本东南亚欧美等40多个国家和地区2020年后新零售高歌猛进古越龙山也需要开拓新的渠道新的形式去吸引更加年轻的客户因此古越龙山选中了天官第文创园面向安昌古镇主街道的一块店铺与位于园区内最大的一个展陈区域让我们将其改造成为古越龙山安昌体验基地????影子空间设计事务所针对古越龙山黄酒的品牌特性为了顺应安昌古镇古朴又温润的气质决定采用陶土颜色较浅的木材等传统的材料来奠定整个主场馆的氛围从场馆内传统的设计手法中可以看到对于绍兴黄酒文化的传承顶部采用反光的不锈钢材质点缀并创新使用了大面积的木质浮雕的手法来表现黄酒的制作过程 完成馆内新与旧文化的结合践行了绍兴黄酒集团为千年黄酒焕发新生绍兴黄酒再行天下古越龙山笑傲江湖而不懈努力原创设计?版权归,1,"古镇,主街道,店铺,展陈区域,体验基地,黄酒,品牌特性,古朴,温润,陶土颜色,木材,传统材料,设计手法,传承,顶部,不锈钢材质,创新,木质浮雕,制作过程,新与旧文化结合,绍兴黄酒文化",,
因为喜欢江南水乡的温婉定居在了苏州一直以为苏州的美没有那座江南城市可以超过直到我来了绍兴突然觉得还是有可以跟苏州媲美的江南水乡的.想把这座小城很真诚地推荐给大家但也怕这里被嘈杂的声音所扰动不管怎样带你看看我眼中的绍兴吧.??绍兴3??天2??夜游玩攻略Day1???苏州自驾出发抵达???东湖 ??十里荷塘????犭央(ang)犭茶(sang)湖????西小路历史街区?????入住绍兴市区Day2???仓桥直街????书圣故里????八字桥????鲁迅故里????兰亭 ???入住安昌古镇Day3??安昌古镇??柯桥古镇??苏州.??推荐必打卡的地方.1??犭央犭茶 湖ang sang建于明代的避风石塘古纤道小众到不能再小众的地方工作日来的话基本没人.2??东湖以崖壁岩洞石桥湖面巧妙结合也是绍兴的一大园林来此乘船进入岩洞仿若进入了桃花源记的世界.3??西小路藏在闹市里的江南水乡建筑层峦叠嶂好像现实版的江南百景图.4??环山路这里阴天晴天都别有一番韵味而且游人稀少街边的绿树配上粉墙黛瓦非常江南.5??兰亭这里有日本琉璃光院的同款天章之寺也有王羲之的真迹还有应景的大白鹅.6??安昌古镇这是非常小众的一个古镇里面有着老绍兴人的回忆不妨来此小住一日吧.7??柯桥古镇傍晚的柯桥古镇随着科技的光影这里成了江南的另一种画面.8??镜湖十里荷塘接天莲叶无穷碧映日荷花别样红在这里得以具像化.9??鲁迅故里做先生书迷访先生故里读了那么多年先生的书总要来次他的家乡吧.??仓桥直街江南烟火气最抚凡人心来这里感受绍兴人的慢生活.,9,"江南水乡,温婉,苏州,绍兴,东湖,十里荷塘,犭央犭茶湖,西小路历史街区,仓桥直街,书圣故里,八字桥,鲁迅故里,兰亭,安昌古镇,柯桥古镇,避风石塘,古纤道,崖壁,岩洞,石桥,湖面,园林,桃花源记,江南百景图,环山路,粉墙黛瓦,天章之寺,王羲之,大白鹅,老绍兴人,镜湖,荷花,鲁迅故里,江南烟火气,慢生活",,
除了昂桑湖安昌古镇真的很值得一去这里是我觉得醉有年味的古镇每个铺子里都有很多腊肉坐在岸边围炉煮茶看着乌篷船缓缓在眼前流过穿过小桥流水入白云人家商业化很少年味很重导航安昌古镇有停车场很大免费古镇,9,"安昌古镇,年味,铺子,腊肉,岸边,围炉煮茶,乌篷船,小桥流水,商业化很低,停车场,免费",,
"安昌古镇一日游真的不挤[赞R]打工人周末逃离计划+1?杭州自驾/高铁半小时直达的千年水乡腊味飘香乌篷摇曳糯叽叽暴击人均30r就能吃撑的江南烟火气??交通超省心??我们是自驾来的导航到""安昌古镇""约40分钟停车场5元/4h如果从杭州出发高铁19分钟就到绍兴北站了打车10分钟到景区??美食红黑榜?必吃三件套??孝店王酒酿馒头用酒酿发的蓬松馒头夹梅干菜肉香到迷糊??腊味双拼腊排骨+腊香肠咸香美味[色色R]沿河都是晾晒场景超壮观??桂花系列米糕软糯不粘牙搭配桂花蜜绝了还有孝店王家的桂花酒酿也很好喝[买爆R]??猎奇尝鲜组??绍兴臭豆腐外酥里嫩但酱汁偏咸??南瓜花/萝卜丝饼景区统一出品中规中矩??黄酒棒冰5r奶香款比8r酒味款更讨喜??游玩路线14:00 到达景区入口我们是纯逛吃所以不用门票??14:30 乌篷船体验65r/船可坐3人送小麻花25分钟穿越12座古桥15:30 沿河茶铺围炉煮茶16:30 去仁昌酱园看百年酱缸阵列17:30 蹲守腊味长廊夕阳??注意事项??周末人流量较大建议14点前到达??景区厕所较少入口处先解决ps这里没有过度商业化的小惊喜[偷笑R]老奶奶坐在门廊边灌香肠船夫用脚划桨的古老技艺空气里弥漫着酱香与酒酿的甜花半天时间感受慢节奏的江南才是打工人最好的回血方式呀[害羞R]",1,"安昌古镇,千年水乡,腊味飘香,乌篷摇曳,江南烟火气,交通超省心,孝店王酒酿馒头,腊味双拼,沿河晾晒场景,桂花系列米糕,孝店王家桂花酒酿,猎奇尝鲜组,黄酒棒冰,乌篷船体验,沿河茶铺围炉煮茶,仁昌酱园百年酱缸阵列,蹲守腊味长廊夕阳,没有过度商业化",,
Hey各位小伙伴们??我是??作为一个土生土长的绍兴人这次给大家分享一下我的家乡绍兴真江南还得看绍兴准备来绍兴的宝子们快快收藏下来~-?推荐游玩路线沈园?鲁迅故里?书圣故里?东湖?兰亭-?美食推荐?绍兴黄酒?黄酒奶茶?黄酒棒冰?绍兴臭豆腐?绍兴三臭?茴香豆?梅干菜饼-?交通指南具体可看图5-?住宿推荐具体可看图6-?避雷指南具体可看图7-,9,古镇原貌,商业水平不高,童年的梦
江南水乡看绍兴烟火年味看安昌安昌古镇多次被央视评为蕞有年味的古镇不同于其他古镇这里还保留着原生态~满眼的腊肠酱鸭处处洋溢着年味与烟火气很适合一日游吃个饭坐坐在腊月期间旅行来这可以感受很热闹的年味??位置浙江省绍兴市柯桥区安华北路??门票免费?开放时间全天?游玩时间一天??自驾杭州出发1h直达??游玩路线正大门进入??清风第一廊??城隍殿??穗康钱庄??石雕馆??绍兴宣卷馆??师爷馆??安昌民俗风情馆??安康寺??仁昌酱园??中国银行旧址??新年古镇有品腊味+尝百草中医+听书+绍剧表演+说书+大书2025年1月/11/12/18/19/25日2025年1月30日一2月4日2月12日汇集浙江各地记忆中的童年地道美食小摊在现场还有和中医院开展中医问诊和养生集市还有大书表演绍兴特色表演师爷说书1??喜事+祝福大典1月25日大家都非常喜欢的明制婚礼走花路重现古代的婚礼流程2??非遗大年初一1月29日水龙喷水是第五批非物质文化遗产的古老仪式3??2月2号+2月5号城隍庙会蕞隆重的就数这个活动一定要参加4??福愿集安昌古镇通关文牒+年味版画12月30日至2月12日在游客中心广场每日提供限量免费领取安昌古镇通关文牒可以在通关文牒上盖上专属当地非遗和民俗精美印章5??闹元宵吃汤圆猜灯谜放河灯2月12日在广场分发汤圆同时在廊桥悬挂灯谜答对的朋友可以在游客中心广场领取还会有河灯相送~??游玩攻略1??5点多亮灯特别好看加上水汽烟雾缭绕的感觉特别美2??乌篷船单趟20分钟左右3人/船40元/船3??南北老街建议可以走到末端人少的地方可以真正感受水乡江南~4??围炉煮茶中间段比较多价格也烧贵后半段价格会便宜二三十??美食攻略1??腊肠和酱油仁昌酱园可以进去参观一下免费2??腊味串很多家有热腾腾的冒热气很诱人3??有趣的小摊贩在河边的廊棚下有扯白糖箍桶做布鞋的老手艺人4??孝王店酒酿馒头比较火需要排队购买非物质文化遗产5??特色小吃糕点安昌方印糕黄酒棒冰南瓜花糯米蛋腊肠腊肉鹅喜蛋臭豆腐桂花酒酿,1,"安昌古镇,原生态,腊肠,酱鸭,年味,烟火气,一日游,门票免费,开放时间全天,游玩时间一天,自驾杭州出发1h直达,清风第一廊,城隍殿,穗康钱庄,石雕馆,绍兴宣卷馆,师爷馆,安昌民俗风情馆,安康寺,仁昌酱园,中国银行旧址,品腊味,尝百草中医,听书,绍剧表演,说书,大书,新年,童年地道美食,中医问诊,养生集市,大书表演,绍兴特色表演,师爷说书,喜事,祝福大典,明制婚礼,非遗,水龙喷水,城隍庙会,福愿集,安昌古镇通关文牒,年味版画,非遗和民俗精美印章,闹元宵,吃汤圆,猜灯谜,放河灯,游客中心广场,乌篷船,南北老街,围炉煮茶,腊肠,酱油,仁昌酱园,腊味串,小摊贩,扯白糖箍桶做布鞋,孝王店酒酿馒头,特色小吃糕点,安昌方印糕,黄酒棒冰,南瓜花糯米蛋,腊肠腊肉鹅喜蛋,臭豆腐,桂花酒酿",,
你一句春不晚 我就到了真江南我觉得安昌的清晨更适合打卡,5,"春不晚,真江南,安昌,清晨",,
都在柯桥区 且这俩地方离??不是很远 可以一起打卡都不太大 建议游玩时间1-2h 挑个周末时间一天足矣??安昌古镇白天最佳??下午时段最好 很出片也很逛保留了江南水乡的古朴与温情 比较有烟火气推荐美食酒酿馒头南瓜花印糕??柯桥古镇夜晚最佳??夜游有灯光秀投影 非常精彩后造的商业化古镇 晚上会有点市集 比较热闹点吧推荐美食寻宝记围炉煮茶整体来说如果想要拍照出片其实安昌古镇更好一点也比较具有烟火气息 小吃价格都很实惠,1,"安昌古镇,江南水乡,古朴,温情,烟火气,美食,酒酿馒头,南瓜花印糕,柯桥古镇,灯光秀,投影,精彩,市集,热闹,寻宝记,围炉煮茶,拍照,出片,小吃,价格实惠",,
?? 历史篇北宋烟火明清重生安昌古镇的传奇始于北宋距今已有千年这里最初是江南水运的重要节点商贾云集可惜战火无情古镇多次被焚毁但就像凤凰涅槃明清时期它又被重建保留了最原汁原味的江南水乡风貌[派对R]如今的石板路乌篷船老宅院都是时光的活化石碧水贯街千万居彩虹跨河十七桥[红书R]杭州出发1小时直达高铁到绍兴北站打车20分钟就到游玩下来大概5个小时?,9,"古镇,原汁原味,江南水乡,石板路,乌篷船,老宅院,时光,碧水贯街,彩虹跨河,桥",,
[一R]交通??自驾??古镇内有两个停车场停车很方便动车??直达绍兴北站距离安昌古镇仅6公里地铁??乘绍兴地铁1号线坐到越州大道站再转香林号公交专线[二R]开放时间??24h不打烊?[三R]门票??[种草R]大门票完全免费[种草R]6景点联票成人50元儿童/老人/学生票30元??包含景点石雕馆穗康钱庄城隍殿中国银行旧址安昌民俗风情馆师爷馆使用时间08:30-16:30对历史文化感兴趣的小伙伴可购买联票只想闲逛和品尝美食的小伙伴可以省啦[四R]美食推荐??主食师爷馄饨酒酿馒头馄饨还不错酒酿馒头很松软~ ??小吃推荐萝卜丝饼臭豆腐外酥里嫩香气扑鼻??糕点推荐安昌印糕扯白糖南瓜花软糯可口甜而不腻古镇里有很多卖糕点的店铺可根据自己的喜好购买 ??酱货推荐腊肠肉很实古镇内还有很多酱货店腊肉腊鹅腊鸭腊鹌鹑等各种酱货均有售卖??特色体验黄酒奶茶酱油冰淇淋黄酒棒冰黄酒味不重的可以尝试??[五R]游玩打卡?????乘坐乌篷船穿梭在古镇的河道中感受江南水乡??  探访仁昌酱园了解古镇的酱文化品尝地道的酱制品??围炉煮茶与三两好友在古镇的角落享受悠闲的时光[六R]游玩小记安昌古镇像是画卷里的小桥流水人家景致很有江南水乡的韵味熙熙攘攘的人群和琳琅满目的货品让古镇充满了人间烟火气古镇不大是沿河两岸铺展成的一条老街走走停停大约一个小时就能逛完脚下铺着的石板路两旁的古宅多为保存完好的原生态建筑在这里几乎家家户户都制作晾晒酱货行走其间能闻到空气中弥漫着腊肠酱鸭的香气还有许多卖糕点黄酒手工艺品的小店价格不贵可以尽情挑选可以过了午后三点来此时人群就渐渐少了晚上会亮灯夜景也很美在古镇里适合放慢脚步游览或是悠哉游哉地闲逛或是坐在河畔品茶赏景享受一段不被打扰的悠然时光,9,"交通,自驾,停车场,动车,地铁,24h不打烊,大门票完全免费,6景点联票,师爷馄饨,酒酿馒头,萝卜丝饼,臭豆腐,安昌印糕,扯白糖,南瓜花,酱货,腊肠,肉,黄酒奶茶,酱油冰淇淋,黄酒棒冰,乌篷船,江南水乡,仁昌酱园,酱文化,围炉煮茶,小桥流水人家,江南水乡,人间烟火气,石板路,古宅,原生态建筑,酱货行走,香气,糕点,黄酒,手工艺品,夜景",,
?? 踏入绍兴仿佛穿越千年古色古香韵味悠长这里是鲁迅的故乡王羲之的墨香之地一场说走就走的文化之旅等你来探?? 定位浙江省绍兴市?? 高铁绍兴北站?? 自驾便捷抵达古城内推荐步行或骑行.??绍兴游玩路线攻略D1鲁迅故里-沈园-仓桥直街美食探索D2东湖泛舟-兰亭寻墨-安昌古镇夜游乌篷船.??必打卡景点?? 鲁迅故里从百草园到三味书屋感受文学巨匠的童年足迹黄酒与茴香豆不可错过?? 沈园夜游沈园聆听陆游与唐婉的凄美爱情精致演出让人沉醉?? 东湖乘一叶扁舟穿梭于山水盆景间体验82版西游记取景地的魅力?? 兰亭探访书圣王羲之的圣地品味兰亭序的千古绝唱静享竹林清幽?? 安昌古镇夜幕降临时乘乌篷船游古镇体验最纯粹的江南水乡风情.??住宿推荐?? 选择鲁迅故里或城市广场周边的连锁酒店性价比高出行便利.??Tips绍兴美食众多仓桥直街是吃货的天堂生醉蟹臭豆腐等不容错过提前预约热门景点如鲁迅故里避免排队等待漫步古城不妨尝试一次乌篷船体验感受水乡的独特韵味,1,"古色古香,韵味悠长,鲁迅,王羲之,文化之旅,绍兴北站,古城,步行,骑行,鲁迅故里,沈园,仓桥直街,东湖,兰亭,安昌古镇,乌篷船,百草园,三味书屋,黄酒,茴香豆,陆游,唐婉,爱情,演出,扁舟,山水盆景,西游记取景地,书圣,兰亭序,竹林,江南水乡,连锁酒店,性价比高,出行便利,生醉蟹,臭豆腐,排队等待,水乡",,
我在家乡当游客之安昌古镇~??不亏是被央视力荐的年味免费古镇~???这里满是年货各种腊味芳香扑鼻~??这里人来人往满是古镇的烟火气~今年我们又带小朋友来打卡啦吃了腊味买了腊味......比起去年这里翻新了不少水也更清了~好多地方都很出片~???收好详细路线图-??具体打卡路线杭州出发40分钟??安昌古镇1号停车场??安昌桥??高桥??游船码头??城隍殿??师爷馄饨??天官第文创园??师爷馆??民俗风情馆??中国银.行旧址??仁昌酱园??高桥??停车场-??游玩温馨提示??坐乌篷船单程非节假日??65/趟节假日80/趟每趟限3人-含怀抱小宝宝??免费景点仁昌酱园天官第师爷戏台...??收费景点??50/人-8个景点师爷馆石雕馆民俗风情馆...??关于年货我们差不多每年都去买一些酱味自己吃和送人个人感觉前街比较大的几家店的东西比较好?而说到合适的伴手礼??必须提一下Lotus?Biscoff?和情焦糖饼干????比利时进口品牌特别是他们家今年的新春银来红运礼盒很精致??红红火火真的很适合送人~而我们现在出门也经常带上几包独立包装很适合懒人~口感上酥酥脆脆小朋友很爱吃关键配料也很干净浓郁焦糖香搭配上牛奶一整个绝了~建议宝子们一定要试试??小吃打卡师爷馄饨安昌印糕南瓜花各种腊味串腊肠酱鸭等酒酿奶茶玫瑰酒酿馒头臭豆腐萝卜丝饼龙须糖绿豆糕藕粉酥...??关于土菜馆大部分都差不多大家可以看了菜单问了价格再考虑是否进去吃~??后街有很多围炉煮茶店人少安静很适合坐下来感受~-??周边游玩点??柯岩鉴湖景区??兜率天宫??柯桥古镇??昂桑湖古纤道-我是柚柚妈妈??我分享更多游玩攻略~,1,"安昌古镇,年味,免费,腊味,芳香扑鼻,烟火气,翻新,水清,出片,乌篷船,仁昌酱园,天官第,师爷戏台,免费景点,收费景点,年货,酱味,伴手礼,Lotus Biscoff,焦糖饼干,新春礼盒,师爷馄饨,安昌印糕,南瓜花,腊味串,腊肠,酱鸭,酒酿奶茶,玫瑰酒酿馒头,臭豆腐,萝卜丝饼,龙须糖,绿豆糕,藕粉酥,围炉煮茶,柯岩鉴湖景区,兜率天宫,柯桥古镇,昂桑湖古纤道",,
??绍兴必去8大神仙地1?? 兰亭竹林秘境崇山峻岭茂林修竹?? 王羲之笔下的兰亭序照进现实曲水流觞青竹掩映穿汉服来拍一组魏晋风大片2?? 鲁迅故里课本照进现实从百草园到三味书屋?? 摸一摸鲁迅刻早字的课桌吃一根黄酒棒冰童年记忆瞬间复活3?? 书圣故里水墨画里的烟火气飘着墨香的江南老街??? 王羲之故居的书法墙老爷爷的乌篷船巷口的臭豆腐摊一半诗意一半烟火4?? 东湖悬崖下的江南乘乌篷船穿越千年?? 86版西游记同款取景地摇橹声里穿过百米悬崖武侠感拉满5?? 八字桥活着的南宋中国最早的立交桥?? 没有商业化的原始水乡阿婆在河边浣衣老猫在屋檐打盹时光仿佛停驻6?? 安昌古镇腊味飘香的年味挂满酱鸭腊肠的烟火长廊?? 坐乌篷船喝黄酒买一包酱鹌鹑这才是江南冬天的正确打开方式7?? ?犭茶湖避世级日落连本地人都不知道的宝藏湖?? 明代古避塘绵延数里白鹭掠过水面黄昏美得像莫奈油画8?? 大禹开元免费古村秘境住进明清古村落里??重点推荐??白墙黛瓦小桥流水凌霄花爬满院墙人少景美狂出片 ??3天2夜懒人路线DAY1穿越千年书圣故里八字桥仓桥直街夜宿大禹开元免费拍古风大片DAY2大师足迹鲁迅故里东湖乌篷船?犭茶湖追日落DAY3诗与远方兰亭竹林品茶安昌古镇买腊味返程??避坑指南?? 鲁迅故里&兰亭记得提前GZH预约?? 乌篷船选东湖或安昌古镇性价比更高?? 黄酒棒冰认准红标款仓桥直街的奶油小攀齁甜慎买?? 穿舒服的鞋绍兴石板路走得怀疑人生??最佳旅游时间? 3-5月兰亭竹海听雨东湖泛舟赏樱? 9-11月秋染古桥桂花香满城? 12-2月安昌腊味年货节水乡灯笼映雪 总要去一趟绍兴吧摇橹船穿过南宋的石桥黄酒香晕染墨色的巷弄这才是中国人骨子里的江南啊?? ,9,"新市古镇,古镇原貌,商业水平不高,童年的梦",,
