评论,打分,积极评价要素词汇_1,,,,,,,,,,,,
-??春日暖阳倾洒，微风轻拂面庞，我随单位春游队伍，来到素有"小上海"之称的新市古镇?。这座枕着京杭运河的千年古镇，藏在杭嘉湖平原的德清县东部，有着独特的水乡风貌与深厚的文化底蕴。-??抵达古镇后，我们首先前往游客中心体验新市茶糕制作。这道传统点心工序颇为讲究：选用上等糯米经石磨碾成细粉，此为奠定软糯口感的关键；馅料以瘦肉为主，用纯酱油等调料精心腌制。经过搓粉、筛粉、压实、分切等多道工序，再入笼屉蒸制。出锅的茶糕糯而不黏，咸香猪肉中泛着微甜，令人回味无穷??！-??品尝完当地特色午餐，我们漫步古镇街巷。这里规模小巧，商业气息淡薄，旧时风貌保存完好，仿佛时光都放慢了脚步?。青石板路蜿蜒向前，流水潺潺与居民笑语交织，远离都市喧嚣，满是宁静惬意～明清至民国初年的临水民居错落有致，处处流淌着江南水乡的温婉韵味??。-??古镇虽小，却人才辈出，故居与展馆散落其间。其中最负盛名的当属钟兆琳故居与沈铨故居。踏入钟兆琳故居，意外发现此处还是九三学社浙江省传统教育基地――作为"中国电机之父"，钟兆琳先生不仅是九三前辈，更曾执教钱学森和江泽民，享有"天才教师"的美誉??！-??遗憾的是，因时间仓促，我未能寻得沈铨故居。通过资料得知，这位清代工笔花鸟大家、宫廷画师曾东渡日本，获"舶来画家第一"之誉。其严谨写实、赋色浓艳的画风，深刻影响了日本江户时代艺术，期待下次能深入了解他的艺术世界。-??所幸千年古刹觉海禅寺终被寻得。相传东晋至清末，新市寺庙数量冠绝江南同类古镇，曾建有30余座庵堂。历经岁月更迭，多数古寺湮灭，而唐代始建的觉海禅寺至今屹立。步入寺内，肃穆之气扑面而来：大雄宝殿巍峨壮观，殿前"七宝池"神奇非常，据说终年雨不满、旱不涸；池上"接凡桥"的雌雄石狮憨态可掬～周边部分建筑正在修缮，更添几分期待??！-??返程途中，我拎着亲手制作的茶糕，翻看相机里的照片：雕花窗棂透着烟火气，钟兆琳故居的泛黄旧影，觉海禅寺檐角轻晃的铜铃……新市古镇恰似一本未读完的旧书??，藏着沈铨故居的未解之谜、运河商船的古老传说。待下次造访，定要循着地图探访画楼，看工笔花鸟在宣纸上灵动生辉；再于廊棚下闲坐，啜一口碧绿茶汤，听老人们讲述运河浪花里的往事～-       ,9,"春日暖阳,微风,新市古镇,小上海,京杭运河,水乡风貌,文化底蕴,茶糕制作,上等糯米,石磨,瘦肉,酱油,调料,糯而不黏,咸香,微甜,回味无穷,特色午餐,街巷,规模小巧,商业气息淡薄,旧时风貌,青石板路,流水,居民笑语,宁静惬意,明清至民国初年,临水民居,江南水乡,温婉韵味,人才辈出,钟兆琳故居,沈铨故居,九三学社,中国电机之父,天才教师,钱学森,江泽民,工笔花鸟,宫廷画师,舶来画家第一,日本江户时代,觉海禅寺,千年古刹,东晋,清末,庵堂,唐代始建,大雄宝殿,七宝池,雨不满,旱不涸,接凡桥,雌雄石狮,修缮,雕花窗棂,烟火气,泛黄旧影,檐角铜铃,未解之谜,运河商船,古老传说,画楼,工笔花鸟,廊棚,碧绿茶汤,往事",,,,,,,,,,,,
这个古镇不一般，换个角度认识它     @新市古镇景区 @浙江文旅 @美丽浙江 @德清文旅,8,"古镇原貌,商业水平不高,童年的梦",,,,,,,,,,,,
?莫干山被称为 “全球最值得去的 45 个地方之一”，还是 4A 级景区，山青水秀，超值得一来??。这次小编整理了莫干山 12 个景点和美食攻略，快喊上小伙伴们一起收下吧！-??【游玩类型】?两天一夜Day1：??莫干山风景区 -??庾村Day2：??十八道湾漂流 -??新市古镇?三天两夜Day1：??义远有机农场 -??下渚湖湿地公园Day2：??莫干山风景区 -??庾村Day3：??鱼鳞坝 - 漂流 /??碧坞龙潭-?【交通】???杭州 - 莫干山 1.5h???上海 - 莫干山 2.5h???南京 - 莫干山 3h?-??【景点】?????莫干山风景区：自然风光与历史人文兼具，冬季雾凇、剑池飞瀑等景观超迷人????庾村：充满文艺气息的民国小镇，拍照超有氛围感????碧坞龙潭：小众亲子爬山好去处，竹海、潭水超治愈????新市古镇：千年古镇，古韵悠悠，历史韵味十足????下渚湖湿地公园：乘船赏湿地景观，观珍稀鸟类????上渚山奇幻谷：融合自然与游乐设施，项目丰富????裸心堡：充满欧式风情，拍照超上镜-?【注意事项】??1. ??四、五、六月可能受梅雨季影响，部分时段有雷暴雨。出行前一定要查看天气预报?，选晴天多云出行，不然下雨?会错过很多美景?2. ??建议自驾，莫干山景点分散，公共交通不太方便?3. ??来莫干山少不了玩水，记得带上泳衣???4. ??景区内蚊虫多，要带驱蚊水和花露水???5. ??住宿有条件一定要选莫干山山景房??，绝美风光尽收眼底-??【住宿】?????莫干山民宿：别墅多为现代简约 + 野奢风格，全落地窗、大理石地面，配置豪华。在这里能轻松体验莫干山文化?、当地人别墅生活??，享受当地特色高端饮食-??【美食】????4.0金鱼妈妈 山野?食趣 (庾村店)????4.6莫干兰庭餐厅?民国小院 (庾村店)????4.8浙里餐厅 (庾村店)??来?莫干餐厅 (庾村店)：农家砂锅土鸡煲，肉汁笋干，特色鱼煲-             ,8,"新市古镇,千年,古韵悠悠,历史韵味",,,,,,,,,,,,
"在去苏州的路上，路过新市古镇。刚抵达古镇便被玲阿娘的梅花糕俘获，这是多次被央视报道的当地特色小吃，6块钱一份，滚烫甜腻的豆沙馅最让人惊艳。	一千多年的古镇有着“千年小上海，江南百老汇”的美称，这里也曾是京杭大运河的重要码头，十座古桥连接古镇街巷，往日的繁华喧嚣，今日的市井烟火气，一方水土养一方人。	傍晚时分，古镇沿河开启了“灯红酒绿”的围炉煮茶模式，饥肠辘辘的我们正好去吃一碗大名鼎鼎的新市古镇羊肉面。这里的羊肉面，浇头和面是分开的，面条有点半生，但并不影响汤汁挂在上面，羊肉炖得快要化掉了，里面有羊肉皮，入口即化，汤汁里的酱香味很浓郁，偏咸，适合拌面吃。	吃完面出来天色已晚，沿着河边散步回停车场，又走了一遍古桥和小巷，灯火阑珊，一天的时光在寂静中结束，平凡的生活大致如此吧。 ",1,,,,,,,,,,,,,
"浙江小瑞士｜德清一日游详细版攻略??? 路线：德清城区??庾村（莫干山美术馆、庾街艺术公社、庾村广场）??格里恩咖啡??新市古镇??详细攻略：??1??三合鲜面馆12:00到达1.河虾面：招牌特色面??32r/河虾很新鲜，面差点劲道，汤还不不戳很鲜2.猪肝面：猪肝爱好者必点/但是小失望，没有特别好吃?? 2??庾村13:30到达1.建议把车停在瘐村美术馆附近，可以边走边逛（里面停车场???一小时10元好像，但是开进去还是得出来玩，听外边可以从外往里玩）?? 3??????庾村天文馆：可以向陨石许愿哦！可以参观很多陨石碎片??有点宇宙探索编辑部那味??和宇宙握握手向流星??许许愿??4??莫干山美术馆：最近闭馆??5??瘐街艺术公社：可以逛逛，有漫画展、咖啡店、私人工作室但很多店还在装修哦??6??庾村广场：可以喂鸽子???/对标南京音乐台（但是鸽子不会来吃手上的玉米粒哦）没有音乐台鸽子多??推荐一下“于村首家沈字正宗老烧饼”：一定要吃现做的而且可以加点辣哦更美味???? 7????格里恩咖啡???从庾村驾车??15分钟左右“瑞士”平替版：??矿山、瀑布、草地、红房子??门票：68元/人（含一杯饮品）味道一般哦??票根里面有种子可以发芽哦????8??新市古镇（没时间可以不去）?从庾村驾车??30分钟左右1.古镇是免费开放/进文化馆需要购票，八馆联票40/人，沈铨故居、刘王庙、民间艺术馆、蚕文化馆等2.比较热闹的茶馆集中在西河口街区,满街都是围炉煮茶/夜幕降临，华灯初上会比较漂亮??3.对标绍兴、乌镇：人气差一些，店铺少同质化严重??晚餐9??周边吃了一家红灯笼烤鱼川菜馆量超级大：大盘鸡是我见过最大的大盘鸡，但是土豆不够软糯?? ???  ???  ???  ???  ???  ??   ",1,,,,,,,,,,,,,
"绿影覆幽池，芳菲四月时在这春暖花开的日子里我来到了嘉兴濮院这里不仅有着小桥流水、白墙黛瓦还有着紫藤花、樱花各种浪漫真的满足了我对江南春天的所有幻想.??地点：浙江嘉兴桐乡市濮院时尚古镇??高铁：嘉兴站、桐乡站，出站打车半小时抵达??自驾：导航濮院时尚古镇景区停车场，江浙沪1.5h直达.??推荐打卡1??百丈连廊游客中心沿着河边走一段，就会看到紫藤花犹如瀑布一般爬满了长廊，空气中也飘散着淡淡的香味非常好闻2??淑芳禅院宋风禅意园林，人站在桥上很出片，水面定时会有雾气喷出非常仙3??福善寺实木建筑的寺庙，寺里面的福善塔可乘电梯登顶，视野非常的棒4??听雨屋晴天也能感受雨天的氛围，水珠从屋檐落到水中，滴答滴答滴答5??三花喵喵屋门口就能看见巨大的猫猫破窗而出，按住墙上的猫爪子就会睁开眼睛，非常可爱6??濮商会馆可以了解当地濮商的历史，里面有各种钱币金光闪闪.??拍照tips??日出日落时分光线最为柔和??古镇很适合穿时尚和新中式服装，再撑把油纸伞怎么拍都好看??日落后蓝调时刻加上建筑亮灯非常漂亮	             ",1,,,,,,,,,,,,,
湖州真是一个低调的宝藏小城我竟然找到了1700年的水乡古镇―新市古镇这里河道纵横发达 几十座古桥联通两岸自有一场江南水乡的韵味尽管没有西塘乌镇知名却也算得上是水乡里的沧海遗珠加上免费不需要门票 值得来玩一玩.如果想要好好品味古镇建议这么玩先步行半小时逛遍古镇再找个河边的茶室与朋友喝茶聊天赏景放空是去班味的绝佳方式古镇通常挤满了外地游客但我发现这里有不少当地人喝茶聚会整个氛围带着些许闲散轻松有情侣坐在河畔约会也有老人孩子一大家人畅聊谈天比起商业化的喧嚣我更喜欢这似有似无的生活味.??地点：浙江湖州市德清县仙潭路54号??门票：免费（部分馆参观需门票）??交通：自驾.     ,9,"低调,宝藏小城,1700年,水乡古镇,新市古镇,河道纵横,古桥,江南水乡,韵味,沧海遗珠,免费,不需要门票,步行,茶室,喝茶,聊天,赏景,放空,外地游客,当地人,闲散,轻松,情侣约会,老人孩子,畅聊谈天,生活味",,,,,,,,,,,,
"新市古镇，没有乌镇的名气，但有着江南古镇所有该有的样子。河道、小吃、咖啡馆、茶楼、寺庙。整个古镇并不大（古镇地图见p11），慢悠悠逛下来也就1-2个小时。古镇的商业和景点都是沿河建的，所以打开地图App沿着河看心情走就可以，不需要做太多攻略。天气好的时候，也可以随意选一家茶馆，找个沿河的位置坐一坐，喝杯茶聊聊天（p4）。因为元旦放假的关系，人气还不错，不知道平时周末人会不会更少一点。店家们都很nice，从街边小商铺的老板，到品牌餐厅里的老板娘，大家看起来都和和气气的。	[向右R] 交通杭州自驾大约1小时，地图导航到“新市古镇游客中心停车场”。	[向右R] 餐饮本来想去吃“元松羊肉”的，结果走错一个巷子，吃了路口看起来挺大的“张一品食府”（p5-p10），味道也还不错。羊肉面（p5）是传统南方的红烧做法，略带一点甜口，羊肉很大块，炖的非常软烂。羊血汤（p6）第一口会觉得有一点膻，但后面就还好，冬天喝下去非常暖身。除此之外店里还有很多其他口味的面和炒菜，p8拍了部分菜单。古镇的特色小吃是茶糕、梅花糕，街边很多小店都有，糯米口感带夹心，一般是豆沙馅儿，茶糕还有肉馅儿的。	看腻了杭州的人山人海，又不想在知名古镇人挤人，如果你只是想在周末找个慢生活的小地方放空，可以试试这里。	          ",8,"古镇原貌,商业水平不高,童年的梦,河道,小吃,咖啡馆,茶楼,寺庙,店家nice,人气不错,羊肉面,羊血汤,茶糕,梅花糕,慢生活,放空",,,,,,,,,,,,
湖州德清新市古镇         ,,,,,,,,,,,,,,
"新市古镇一日游攻略???? 地理位置：新市古镇位于浙江省湖州市德清县，是一座拥有1700多年建制历史的古镇。	?? 历史背景：古镇历史悠久，曾是浙北地区大运河侧的重要商埠，民风质朴，人才辈出。从南朝的陆修静到近代的赵紫宸、王嘉仑，这里留下了丰富的人文胜迹。	??? 必游景点：1. 明清宅居群 - 漫步在古色古香的明清建筑中，感受历史的沉淀。2. 觉海寺院 - 探索这座千年古刹，体验宁静与祥和。3. 古桥梁 - 跨越一座座古桥，欣赏江南水乡的独特风情。	??? 美食推荐：- 张一品羊肉 - 秋季必尝的美味，搭配黄酒，享受地道的江南风味。- 茶糕 - 早晨的古镇，茶糕的香气四溢，是不可错过的早餐选择。- 梅花糕 - 江南特色小吃，甜而不腻，适合悠闲的午后时光。	???♂? 游览路线：- 沿着河道漫步，从通仙桥到太平桥，走过11座桥，感受水乡的宁静。- 探访沈铨故居，了解这位花鸟大画家的艺术生涯。- 参观江南刺绣馆，欣赏精美的刺绣艺术。	?? 拍照打卡点：- 望仙桥 - 被绿叶覆盖的小桥，古趣盎然。- 江南刺绣馆外墙 - 黑白对比，与倒影相映成趣。- 觉海禅寺 - 清明蚕花节时，这里热闹非凡。	?? 交通指南：- 自驾：导航至新市古镇停车场，或停在周围的马路停车位。- 公共交通：乘坐高铁至德清站，转乘202路公交车直达新市车站，步行至景区。	?? 小贴士：- 古镇景区免费，但部分景点需购买门票。- 推荐晴天游览，光影效果更佳。- 若时间充裕，可结合莫干山等周边景点一同游玩。??         ",9,"古镇原貌,历史沉淀,古色古香,民风质朴,人才辈出,人文胜迹,明清建筑,千年古刹,宁静祥和,江南水乡,独特风情,地道美食,张一品羊肉,茶糕,梅花糕,甜而不腻,河道漫步,古桥风光,沈铨故居,花鸟画家,江南刺绣,精美艺术,望仙桥,古趣盎然,黑白对比,倒影成趣,清明蚕花节,热闹非凡,免费景区,晴天光影",,,,,,,,,,,,
湖州新市古镇，历史底蕴深厚，老街区原汁原味，保护得体，很值得一游！,10,"历史底蕴,老街区原汁原味,保护得体",,,,,,,,,,,,
非遗传承人老师的手工作品，呆了一上午,7,,,,,,,,,,,,,
一方小窗锁住江南慢生活，慢，是的德清新市古镇被偏爱的原因。,9,"小窗,江南慢生活,慢,德清新市古镇,偏爱",,,,,,,,,,,,
熬夜整理的莫干山必打卡景点攻略要去旅游的宝宝们码住，记得收藏哦?・?????【莫干山9大必打卡点】：――??莫干山风景区冬季来莫干山打卡雾松奇景??，剑池飞瀑凝结成冰，简直绝美，这里还有很多景点都值得打卡・??碧坞龙潭小众景区??，适合亲子爬山，坡度不高，到顶半小时。山顶的玻璃观景台上可以看到漫山竹海，景区有清澈的潭水潺潺的小溪，满目青绿・??天机森谷山野探险乐园??，游玩的项目超多的，新西兰滑板车  天际探险塔、空中飞人、七彩滑道都特别好玩・??上渚山奇幻谷莫奈儿花园 + 探险乐园，融合了自然风光和现代游乐设施??，有魔幻迷宫、户外探险基地等・??下渚湖湿地公园湖水清澈，港汊交错，是朱q的栖息地。乘船游览???♂，能欣赏到丰富的湿地景观和珍稀鸟类・??瘐村文化市集充满文艺气息的小镇??，民国风情与秋日梧桐落叶交织，漫步其间，每一步都踏着浪漫的节奏・?仙潭村仙潭村以仙人洞与龙潭得名，有许多值得打卡的景点：仙潭田园乐园、龙潭步道、仙潭美术馆??、无相禅寺・??新市古镇新市古镇有着“千年小上海、江南百老汇”的美誉，有一千多年的历史??，曾是京杭大运河的重要码头之一・?长颈鹿庄园360度全景敞开式超大落地窗的长劲鹿自助餐厅，拍照尊嘟太出片啦?? - 这里玩乐项目也很多有竹林滑索很刺激好玩??还有萌宠岛，超大的乌龟，巨可爱的小猴子??，懒洋洋的浣熊很适合带小朋友一起来玩～・?????【莫干山两天一夜行程参考】：――?DAY1：集合出发―天际森谷―项目畅玩??―特色午餐??―草坪运动会??―露营烧烤??/围炉煮茶??―篝火晚会??・?DAY2：早餐??―上渚山奇幻谷??―特色午餐??―仙潭村?―时令采摘??―返程??・宝子们，快来莫干山开启一场精彩绝伦的旅行吧??让我们一起在这留下难忘的回忆??-         ,9,"新市古镇,千年小上海,江南百老汇,京杭大运河,重要码头,历史,文化",,,,,,,,,,,,
-??春日暖阳倾洒，微风轻拂面庞，我随单位春游队伍，来到素有"小上海"之称的新市古镇?。这座枕着京杭运河的千年古镇，藏在杭嘉湖平原的德清县东部，有着独特的水乡风貌与深厚的文化底蕴。-??抵达古镇后，我们首先前往游客中心体验新市茶糕制作。这道传统点心工序颇为讲究：选用上等糯米经石磨碾成细粉，此为奠定软糯口感的关键；馅料以瘦肉为主，用纯酱油等调料精心腌制。经过搓粉、筛粉、压实、分切等多道工序，再入笼屉蒸制。出锅的茶糕糯而不黏，咸香猪肉中泛着微甜，令人回味无穷??！-??品尝完当地特色午餐，我们漫步古镇街巷。这里规模小巧，商业气息淡薄，旧时风貌保存完好，仿佛时光都放慢了脚步?。青石板路蜿蜒向前，流水潺潺与居民笑语交织，远离都市喧嚣，满是宁静惬意～明清至民国初年的临水民居错落有致，处处流淌着江南水乡的温婉韵味??。-??古镇虽小，却人才辈出，故居与展馆散落其间。其中最负盛名的当属钟兆琳故居与沈铨故居。踏入钟兆琳故居，意外发现此处还是九三学社浙江省传统教育基地――作为"中国电机之父"，钟兆琳先生不仅是九三前辈，更曾执教钱学森和江泽民，享有"天才教师"的美誉??！-??遗憾的是，因时间仓促，我未能寻得沈铨故居。通过资料得知，这位清代工笔花鸟大家、宫廷画师曾东渡日本，获"舶来画家第一"之誉。其严谨写实、赋色浓艳的画风，深刻影响了日本江户时代艺术，期待下次能深入了解他的艺术世界。-??所幸千年古刹觉海禅寺终被寻得。相传东晋至清末，新市寺庙数量冠绝江南同类古镇，曾建有30余座庵堂。历经岁月更迭，多数古寺湮灭，而唐代始建的觉海禅寺至今屹立。步入寺内，肃穆之气扑面而来：大雄宝殿巍峨壮观，殿前"七宝池"神奇非常，据说终年雨不满、旱不涸；池上"接凡桥"的雌雄石狮憨态可掬～周边部分建筑正在修缮，更添几分期待??！-??返程途中，我拎着亲手制作的茶糕，翻看相机里的照片：雕花窗棂透着烟火气，钟兆琳故居的泛黄旧影，觉海禅寺檐角轻晃的铜铃……新市古镇恰似一本未读完的旧书??，藏着沈铨故居的未解之谜、运河商船的古老传说。待下次造访，定要循着地图探访画楼，看工笔花鸟在宣纸上灵动生辉；再于廊棚下闲坐，啜一口碧绿茶汤，听老人们讲述运河浪花里的往事～-       ,1,,,,,,,,,,,,,
"Hi大家好！我是Jason上海新场古镇真的太好逛啦！一踏入古镇，悠悠的江南水乡气息扑面而来这里既有烟火气息的商业老街又有文艺小众的古镇风情从街头到巷尾，步步皆是美味诱惑古宅、古院、古桥、青石板路…江南水乡氛围感拉满攻略图见??图17、18带上攻略，赶紧出发吧	??【打卡攻略】?古镇小吃、美食主要集中在??牌楼西路以北（图18，打卡点1），游客较多?古镇人文景点主要集中在??牌楼西路以南（图18，打卡点2、3），游客较少，适合拍照?特色美食：下沙笋肉烧卖、王记海棠糕、鸡汤豆腐花、草头塌饼、臭豆腐、汤圆…?必打卡点：三世二品坊、Diyi楼茶园、洪福桥、千秋桥、新场历史文化陈列馆（周一闭馆）、南山寺、康家宅、沿河长廊（烟雨长廊）、新场水桥?特色地点：1??一期一会书吧：临河咖啡馆，拍ins风窗景2??四库书房：淘伴手礼、拍新中式风3??竹编坊：买小众纪念品、看手艺表演4??江南Diyi楼茶园：体验老上海茶文化、拍复古风5??奚家厅药斑布坊：DIY体验、感受非遗文化6??缶+文创空间：拍ins风、淘设计师小物7??康家班土布馆：定制复古服饰、拍怀旧风8??小半・有光杂货铺：淘治愈系小物、拍小清新	??【出行交通】??定位：上海浦东新区新场古镇??交通：导航到海泉街停车场（6R/H)??交通：地铁16号线至“新场站”下车，打车10分钟或乘公交628路直达古镇	??Tips??有疑问或希望我去哪里打卡，欢迎留言??关注、点赞，Jason带你去看更多魔都攻略          @本地薯 @走走薯",10,"江南水乡,烟火气息,商业老街,文艺小众,古镇风情,美味诱惑,古宅,古院,古桥,青石板路,氛围感,小吃,美食,人文景点,三世二品坊,Diyi楼茶园,洪福桥,千秋桥,新场历史文化陈列馆,南山寺,康家宅,沿河长廊,烟雨长廊,新场水桥,一期一会书吧,四库书房,竹编坊,江南Diyi楼茶园,奚家厅药斑布坊,缶+文创空间,康家班土布馆,小半・有光杂货铺",,,,,,,,,,,,
天气晚来秋。新市古镇新开的古装体验馆，189包含妆容妆发造型?拍摄三张精修二十张底片，非常实惠   ,8,"古镇,古装体验馆,妆容妆发造型,拍摄,实惠",,,,,,,,,,,,
"新市古镇是江南七大古镇之一??千百年来居民临河而建??傍桥而市??形成典型的江南风情??河岸的一砖一瓦都在讲述着历史的故事，河边的一枝一叶都摇曳着岁月温润的宁静。	[举手R]2024年8月1日起，新市古镇景区将开设常态化游船游玩项目。	?营业时间：10:00-20:00于新市游客中心码头与假日酒店码头间往返??登船码头：新市古镇游客中心码头、假日酒店码头[向右R]游船路线：1.游客中心码头――万象桥――驾仙桥――会仙桥――永昌桥――假日酒店码头（登船/或返航）2.假日酒店码头――永昌桥――会仙桥――驾仙桥――万象桥――游客中心码头（登船/或返航）[向右R]游船时长：15分钟-20分钟	[一R]乘船攻略第一招：着古装 真出片泛舟河上，若是单纯赏景，则略显寡淡。模仿古时的文人墨客，身着一身古风衣裳，带上拍照的玩伴，缓缓驶入古镇的河道，定格你与江南美景的瞬间??	[二R]乘船攻略第二招：看雨景 真江南雨天的新市古镇更有江南的韵味。油纸伞轻舞，摇橹船悠悠。“连雨不知春去，一晴方觉夏深。”??	[薯券R]乘船的套餐：【漫游手摇船】1.2米（含）以上及成人30元/人（日常票价/单程）50元/人（法定节假日票价）1.2米以下（儿童）15元/人（日常票价/单程）25元/人（法定节假日票价）【至尊电动船】80元/船（日常票价/半小时内）100元/船（单程/法定节假日票价）（至尊电动船：仅限4人乘坐）	      ",1,,,,,,,,,,,,,
今天的行程：新市古镇，这里还完整的保留着明清古宅的风貌，千百年来，这里的人临河而居，依然有着浓浓的烟火味。林家铺子是在这里拍摄的。钱学森的老师钟兆林、清代大画家沈铨、南宋时期的右丞相吴潜的故居都在这里。真是一座低调的千年古镇！,9,"古镇原貌,明清古宅风貌,临河而居,烟火味,林家铺子拍摄地,钱学森老师钟兆林,清代画家沈铨,南宋右丞相吴潜故居,低调,千年古镇",,,,,,,,,,,,
新市古镇位于湖州德清，距今已有数千年之久，建制历史就达1200多年，千百年来民居临河而建；傍桥而市，形成典型的江南风情。设计融合清丽婉约的古镇风貌、深邃的历史底蕴、古朴而浪漫的民俗风情。保留古镇底色、植入现代时尚文化，实现洁化、序化、艺术化。以延续文化历史，实现旧城复兴、水乡复兴。色彩提取自古镇、运河、建筑；结合高品质设计材料、现代化视觉，抒写古老之胜，水乡之美。?????????????????????,10,"古镇原貌,江南风情,清丽婉约,历史底蕴,古朴浪漫,民俗风情,现代时尚文化,洁化,序化,艺术化,色彩,高品质设计材料,现代化视觉,文化历史,旧城复兴,水乡复兴,古老之胜,水乡之美",,,,,,,,,,,,
街角飞奔而来的少年，你是否还记得  ,7,,,,,,,,,,,,,
新市古镇踏入古镇，时光悄然慢下了脚步。脚下，青石板路被岁月打磨得光滑，每一步都似与往昔温柔对话 。街边，木质楼阁错落有致，雕花木窗半掩，露出屋内几缕暖光。河畔，垂柳依依，细长的柳枝垂落在平静河面，泛起丝丝涟漪。古桥横跨两岸，连接着生活的琐碎与诗意。老人坐在桥头，悠闲地晒着太阳，脸上刻满了岁月的故事。在这里，没有车水马龙的喧嚣，只有鸟鸣、水流和邻里的寒暄。找一家临河茶馆，点一盏香茗，看茶叶在水中舒展、沉浮，任阳光洒在身上，满心都是慵懒与惬意。,10,"青石板路,木质楼阁,雕花木窗,暖光,河畔,垂柳,平静河面,古桥,老人,岁月的故事,鸟鸣,水流,邻里的寒暄,临河茶馆,香茗,阳光,慵懒,惬意",,,,,,,,,,,,
