评论,打分,积极评价要素词汇_1,,,,,,,,,,,,
"湖州三日游攻略	第[一R]天：天津??杭州，落地（21点）租车????一小时抵达新市古镇??宿新市古镇假日酒店，环境优雅，现代与古典的融合氛围，推荐????第[二R]天：?? 新市古镇??小西街，衣裳街??太湖月亮湾广场酒店早餐后，步行进入新市古镇，漫步在小桥流水的千年古巷，原始古朴，人少安静，没有商业化，没有明显的关卡，只有清晨依坐在河畔写生的学生，不需要任何攻略，一砖一瓦都在诉说着岁月的故事，慢悠悠地跨过一座座石板桥，坐在邻水茶馆发发呆，吃上一份6元的梅花糕，仿佛时空已穿越，慢――便是它被偏爱的原因。午后喝过一杯咖啡继续??出发??湖州小西街&衣裳街，小西街白墙黛瓦，打造得文艺气息十足，随处拍照都很出片，咖啡小馆各有特色，各个香薰饰品小店都值得驻足闲逛，非常惬意；穿过一个停车场就是衣裳街，各种美食，在胃口能承受的范围内把能尝的网红小吃都尝了（准备后面再专门写一遍美食），推荐盘古烤猪蹄，不枉费排队吃一口[偷笑R]最后回到小西街油车巷打卡“官也糖水铺”，点的龙眼竹荪马蹄沙，简直太棒了，yyds[耶R]吃好喝足前往太湖月亮湾广场欣赏夜景，赏一赏网红马桶圈灯光秀，美轮美奂[点赞R]??宿湖州希尔顿花园酒店第[三R]天：??深蓝计划：景色绝美，适合发呆，拍照，享受慢时光。门票包含咖啡（美式或拿铁二选一）。??白茶观景台：绿绿的茶园，太治愈了，人品爆发，没啥人，网红观景台随便拍拍拍??（门票包含??特色饮品）??小隐半日村：民宿集合村落，适合休闲度假??江南天池：好多人都被骗了，说进去没啥，可以在山路上拍照，其实??其实??其实??不进景区根本啥也看不到，都到门口了一定要进景区，只有进去了才能在观景台拍照山顶天池和绝美公路，藤原豆腐店啥也看不见[抠鼻R]??宿余村吾庐民宿第[四R]天??最美乡村――余村：纯纯的乡间田园范儿，蓝天，白云，麦田，草坪，超级治愈，图书馆，邮局，咖啡馆，文艺范儿满满，设计用心，干净时尚，年轻充满活力，满足了对文艺乡村的一切幻想，爱了??	唯一的遗憾就是小杭坑1号营地关闭，也算是为有机会再来安吉留个理由吧[斜眼R]????湖州高铁站??返回哏都[赞R]      ",1,,,,,,,,,,,,,
啦啦啦，在新市古镇见到周洁琼啦，开心?(?^o^?)?,10,"周洁琼, 开心",,,,,,,,,,,,
一年一度的新市蚕花庙会，今天带娃嘎闹忙[派对R]从我小时候起就每年清明假期举办蚕花庙会了，祈求养蚕大丰收，祈求美好祝愿[福R][烟花R][气球R][红色心形R]欢迎大家来新市古镇游玩[偷笑R][赞R][派对R]      ,9,"新市古镇,蚕花庙会,祈求美好,养蚕大丰收,童年的梦,传统习俗",,,,,,,,,,,,
 新市蚕花庙会偶遇美女[害羞R] ,7,,,,,,,,,,,,,
"我不允许你们还不知道这几个冷门古镇说真的，真的有被惊艳到！	[星R]夹关古镇――邛崃市古街老巷、木门楼、青瓦屋檐、茶马古道、每月 3、6、9、13、16、19、23、26、29 号是赶集日[放大镜R]美食推荐：夹关四绝：肉汤圆烟熏肉过江鸡嫩豆花、肥肠血旺、邹记饭店的火爆鳝鱼	[星R]海窝子古镇――彭州市瞿上老街、明清川西民居建筑、龙兴寺[放大镜R]美食推荐：付记鹅肉、兰妹油糕、正宗磁峰麻饼、郭妹馍馍、海窝子豆花、辣子鸡、烂龙牛肉馆、海窝子豆汤饭	[星R]新市古镇?――湖州市德清县古桥遗梦、觉海寺、刘王庙、大运河诗路文化数字体验馆、钟兆琳故居[放大镜R]美食推荐：新市茶糕、新市酱羊肉、梅花糕、粢米饭圆、肉馅螺丝、鸭绞面、老月妹牛肉面、阿南煲店、萝卜丝油墩子	[星R]查济古镇――宣城市泾县桃花潭镇查济村是中国现存规模较大的明清古村落之一，查济古街，走马楼、二甲祠、红楼桥、财神桥、宝公祠、德公厅屋等，建筑风格独特，雕梁画栋，翘角飞檐、查济河可乘坐竹筏漂流[放大镜R]美食推荐：酱鸭、烧饼、豆腐脑、臭鳜鱼、板栗烧鸡	[星R]青木川古镇――汉中市宁强县门票60元/人魏氏宅院、回龙场老街、荣盛魁[放大镜R]美食推荐：辅唐宴由魏辅唐喜好的菜肴组成、核桃馍、青木川烤鱼、热米皮、木桶鱼、柴火鸡、麻辣豆干	[星R]松口古镇――梅州市崇庆第、承德大厦、移民纪念广场、松江大酒店、古码头[放大镜R]美食推荐：鱼散粉、企炉饼、炸肉丸、客家娘酒、笋@、糯米鸡、豆腐花、寿桃、蒸粉、古巷豆腐	?? ?? ?? ?? ?? ???? ?? ?? ??",9,"古桥遗梦,觉海寺,刘王庙,大运河诗路文化数字体验馆,钟兆琳故居,新市茶糕,新市酱羊肉,梅花糕,粢米饭圆,肉馅螺丝,鸭绞面,老月妹牛肉面,阿南煲店,萝卜丝油墩子",,,,,,,,,,,,
  回忆篇新市古镇没什么人流量 可能工作日吧感觉不是很大比较吸引人的是古镇老屋里的手艺人们??纯手工的木编工艺 ??龟壳绘画 ??老式理发店他们在老宅用手编织着??自己的生活，比古镇想打造的商业模式更吸引人吧              ,8,"新市古镇,人流量少,工作日,古镇老屋,手艺人,纯手工,木编工艺,龟壳绘画,老式理发店,老宅,生活,商业模式",,,,,,,,,,,,
被纪录片种草??麻，作为古老作物，是最早被穿在身上的纺织品原料。在棉花传入中国前，苎麻可是C位出道，《诗经》里都有青年男女浸麻、洗麻的场景 。明清时棉织物盛行，但夏天大家还是钟情透气清爽的麻布，像浏阳夏布，质地精细、颜色洁白，简直是夏天的救星！??丝绸，那更是中国独有的浪漫。江南新市古镇，老一辈还保留着种桑养蚕的习惯，每到时节，蚕宝宝们就开启“干饭”模式，吃得白白胖胖后就开始吐丝结茧，这也是中国悠久丝绸文明的源头。??从麻到布，从蚕茧到丝绸，每一步都饱含着人与自然的和谐共生。服装设计师马可就一直在探寻人与自然的连接，她的作品让传统手工艺重新焕发生机，云门舞集的服装就出自她手，舞台上舞者们穿着质朴的麻质服装，展现出最原始的生命力 。纪录片里这些麻桑织物的制作过程，真的太震撼了，让我对传统服饰文化有了新的认识。宝子们也快去看看，感受这份来自大自然的馈赠 ！  ,9,"古镇原貌,商业水平不高,童年的梦,古老作物,纺织品原料,苎麻,C位出道,诗经,浸麻,洗麻,棉织物,浏阳夏布,质地精细,颜色洁白,丝绸,中国独有的浪漫,新市古镇,老一辈,种桑养蚕,蚕宝宝,吐丝结茧,丝绸文明,人与自然的和谐共生,服装设计师马可,传统手工艺,云门舞集,麻质服装,原始的生命力,麻桑织物,制作过程,传统服饰文化,大自然的馈赠",,,,,,,,,,,,
"?【重磅预告】?当千年新市古镇遇上Z世代文化「新客人」终于要和大家见面啦！? 开驿时间：2025.4.6 上午10:00?? 文艺坐标：新市古镇南昌街22号――?? 三大必打卡理由：?? 湖州学院?新市镇官方认证大学生创新创业基地+大学生实践基地双重挂牌??? 古镇C位选址坐在老宅里喝新茶，拍照自带岁月滤镜?? 青年力爆棚茶器/文创/国潮茶会…玩转传统新表达――?开业优惠！全场茶水19.9/杯 湖院学子进店消费即送文创周边――PS：开业当天会有各类表演和特色摊位，穿汉服来拍照更出片哦！??	     ",9,"古镇原貌,文艺坐标,大学生创新创业基地,大学生实践基地,古镇C位选址,老宅,新茶,岁月滤镜,青年力爆棚,茶器,文创,国潮茶会,传统新表达,开业优惠,湖院学子,文创周边,表演,特色摊位,汉服",,,,,,,,,,,,
具有千年历史的江南水乡风光 ,9,"江南水乡,千年历史",,,,,,,,,,,,
春风吹碧，春云映绿，晓梦入芳P。软衬飞花，远连流水，一望隔香尘。萋萋多少江南恨，翻忆翠罗裙。冷落闲门，凄迷古道，烟雨正愁人。,7,,,,,,,,,,,,,
新市古镇杭州出发1小时下雨天没什么人很安静放松元松羊肉店????????（羊肉很多好吃好吃）三姑娘茶糕??????（肉馅是带点肥肉的）真传茶糕??????（都差不多味道）（上次在湖州买的一家茶糕肉馅很纯好吃）林小麦烧卖????（皮厚馅太杂）慎大糕点鸡蛋糕??????,1,,,,,,,,,,,,,
佛家有云：人生哪有能如意，万事只求半称心[合十R]新年，心态调节上了新高度，深入思考后，总能找到解脱情绪的方法，不可谓不幸运[耶R],8,"佛家,人生,如意,称心,新年,心态,调节,高度,思考,解脱,情绪,幸运",,,,,,,,,,,,
我是塘栖开过去，30-40分钟就可以到，古镇里面有停车场???，我们停在外面街边，车位有很多随便停，几块钱。先去元松羊肉店打卡了新市牛肉面，不用点餐，只有一种面。35元一碗。味道还可以羊肉不膻。然后就走了几步路到玲阿娘梅花糕，6元一个。味道不是很好。然后再往前走了几步就到了企鹅咖啡（网红咖啡店）点了一杯拿铁 一杯气泡水 一共60，坐了两小时。感觉半小时就能逛完，并没有很大。,1,,,,,,,,,,,,,
"大家好，今天要带大家探秘一家隐藏在德清新市古镇的宝藏酒店――德清新市古镇假日酒店。这里不仅仅是一家酒店，更是一段穿越时光的旅程。	酒店特色- 古色古香的建筑，仿佛置身于古代江南的水墨画中。- 宽敞的客房，每一间都融合了现代舒适与古典雅致。- 窗外是古镇的青石小巷，耳边是潺潺的溪水声，让人忘却尘世的喧嚣。	美食体验- 早晨，可以在庭院中享受一顿丰盛的早餐，开始一天的古镇探索。	周边景点- 步行即可到达古镇的核心区域，感受古镇的历史文化。- 不远处的莫干山，是徒步和探险的好去处。	文化体验- 酒店定期举办文化讲座和手工艺体验，深入了解德清的传统文化。在这里，每一个细节都透露着对美好生活的追求。德清新市古镇假日酒店，期待您来体验一段不一样的时光旅行。留言告诉我你最想体验的古镇活动是什么？下次旅行，我们一起去探索！希望这篇推文能够吸引更多热爱旅行和文化探索的朋友们，来到德清新市古镇假日酒店，体验一段难忘的旅程。别忘了点赞和分享哦！???	         ",1,,,,,,,,,,,,,
为了这个活动  前期担心效果现在没想到最出彩的是我一直当初要保留下来的打铁花项目 真的很有成就感     ,9,"活动,效果,打铁花项目,成就感",,,,,,,,,,,,
??古镇现状：亟需新活力??如今，很多古镇面临着游客审美疲劳的问题。传统的游览模式让年轻一代，尤其是Z世代逐渐失去兴趣。他们更追求个性化、沉浸式的旅游体验，而不是千篇一律的古镇风貌和简单的观光。如果古镇想要重新吸引这一庞大的消费群体，就必须紧跟时代潮流，探索新的发展方向。-??Z世代需求：沉浸式体验??Z世代成长于互联网时代，他们对新鲜事物充满好奇，喜欢在旅游中扮演角色、深度参与。文旅剧本杀这种形式，正好满足了他们对于沉浸式体验的追求。在剧本杀的世界里，游客可以化身为不同的角色，穿梭于古镇的大街小巷，在真实的场景中完成任务、解开谜题，仿佛穿越回了古代，这种独特的体验是传统旅游无法比拟的。-??剧本杀魅力：多元融合??文旅剧本杀不仅是一场游戏，更是文化与旅游的深度融合。通过精心设计的剧本，可以将古镇的历史文化、民俗风情巧妙地融入其中。游客在游玩的过程中，既能享受游戏的乐趣，又能了解古镇的文化底蕴。而且，剧本杀的主题可以多种多样，无论是悬疑推理、武侠江湖还是浪漫爱情，都能满足不同游客的喜好，为古镇带来更多的可能性。-??古镇优势：天然场景??古镇拥有独特的建筑风格、古朴的街道和浓厚的历史氛围，这些都是开展文旅剧本杀的天然优势。每一座古建筑、每一条小巷都可以成为剧本中的重要场景，为游客营造出更加逼真的游戏环境。同时，古镇的居民和当地的特色美食也可以成为剧本的一部分，让游客全方位地感受古镇的魅力。-??成功案例：激发新活力??已经有不少古镇通过引入文旅剧本杀取得了成功。游客数量明显增加，旅游收入也有了显著提升。更重要的是，古镇的知名度得到了进一步提高，成为了年轻人心目中的打卡圣地。这些成功案例为其他古镇提供了宝贵的经验，证明了文旅剧本杀是一种可行且有效的旅游发展模式。-??互动讨论：共话新未来??亲爱的古镇管理者们，你们是否也想为古镇注入新的活力，吸引更多Z世代游客呢？对于文旅剧本杀在古镇的发展，你们有什么想法和建议？快来一起讨论吧，让我们共同探索古镇旅游的新未来！-,8,"古镇原貌,历史文化,民俗风情,天然场景,沉浸式体验,文旅剧本杀,独特建筑风格,古朴街道,历史氛围,居民互动,特色美食,成功案例,年轻游客,打卡圣地,旅游收入,知名度提升,新活力,个性化,角色扮演,深度参与,文化融合,多元主题,游戏乐趣,底蕴了解,可能性增加,逼真环境,全方位感受,古镇魅力,发展经验,未来讨论",,,,,,,,,,,,
"春风再美，也美不过乌镇的酒香与故事～?? 乌镇西栅灵水居区域活动上新！来开启你的春日文艺游吧??	满春夜集春意读书会情景戏剧暖锅夜酒容易钟情热酒馆.......解锁古镇烟火慢生活?	[一R]【满春夜集・春风里的慢时光】五一逛集市，手作、文创、小食…烟火气满满！?时间：11:000-20:30??地址：灵水居外	[二R]【春意读书会，偷得浮生半日闲】在流水潺潺的小桥边，手捧香茗，翻开书页，让春风带着花瓣轻吻你的文字！?时间：4月18日-6月2日15:30-16.00/16:30-17:00??地址：灵水居外	[三R]【情景戏剧，乌镇里的随地大小演】在小桥流水边看表演！?时间：4月18日-6月2日13:30-14:10/20:00-20:40??地址：灵水居外	[四R]【暖锅夜酒，春日烟火气拉满】泥炉咕嘟咕嘟冒着热气，每一口都是对味蕾的极致宠溺！??	?时间：11:00-20:30??地址：灵水居外【容易钟情热酒馆，氛围感的神】喝一杯春季特调，酒香中带着春日的甜～????时间：11:00-20:30地址：容易钟情热酒馆	五一出游乌镇，这些浪漫玩法不容错过！快来解锁你的春日文艺游吧！???       ",9,"乌镇,酒香,故事,灵水居,春日文艺游,满春夜集,春意读书会,情景戏剧,暖锅夜酒,烟火慢生活,手作,文创,小食,烟火气,春风,慢时光,集市,读书会,戏剧表演,暖锅,夜酒,春季特调,浪漫玩法",,,,,,,,,,,,
"对比其他热门古镇，人流量较少，推荐～[赞R]	去吃了网上都推荐的“玲阿娘梅花糕”还不错！但店内做梅花糕的是老爷爷，我妹妹说：不是阿娘梅花糕吗，怎么都是阿爹。笑死我了哈哈哈哈哈	         ",8,人流量较少,玲阿娘梅花糕,老爷爷,,,,,,,,,,
一年一度的新市蚕花庙会，今天带娃嘎闹忙[派对R]从我小时候起就每年清明假期举办蚕花庙会了，祈求养蚕大丰收，祈求美好祝愿[福R][烟花R][气球R][红色心形R]欢迎大家来新市古镇游玩[偷笑R][赞R][派对R]      ,9,"新市古镇,蚕花庙会,祈求美好祝愿,养蚕大丰收,童年的梦,传统活动",,,,,,,,,,,,
佛家有云：人生哪有能如意，万事只求半称心[合十R]新年，心态调节上了新高度，深入思考后，总能找到解脱情绪的方法，不可谓不幸运[耶R],9,"心态调节,深入思考,解脱情绪,幸运",,,,,,,,,,,,
以下是关于浙江省湖州市德清县新市古镇沈铨故居的介绍：基本信息? 地址：浙江省湖州市德清县仙潭路54号，另有考证认为位于新市镇南汇街26号。今天一起回老家古镇上游玩，去了沈铨故居：? 故居为两层楼房，一楼通过图文并茂的形式，展示沈铨学艺、传艺、开创“南O画派”的故事。二楼通过展架介绍沈铨艺术造诣的研究，并展出20多幅沈铨的复刻画作。沈铨生平与成就? 绘画风格：沈铨（1682-1760），清代画家，其画远师黄筌画派，近承明代吕纪，工写花卉翎毛、走兽，以精密妍丽见长，也擅长画仕女。? 艺术经历：二十岁左右开始学画，后受日本天皇之邀，东渡日本三年，在长崎教画法，融合日本画风后创造了“南O画派”。? 作品影响：传世之作有《秋花狸奴图》《盘桃双雉图》《柳阴惊禽》等，作品流布海内外，北京故宫博物院、台北故宫博物院都有收藏。下午回古镇上的家，在阳台上晒太阳喝下午茶,1,,,,,,,,,,,,,
二十几年没去过了，古镇错落有致还不错，逛个半天还是别有风情  ,7,,,,,,,,,,,,,
   放慢脚步缓缓行走于古镇不疾不徐,7,,,,,,,,,,,,,
没看上的荷花奖真的好可惜但在周末新市古镇看到了北舞小哥哥跳的狂草可能舞台有限，有点点收敛着的跳，但我还是喜欢在剧场里看，可以看得很投入。  ,7,,,,,,,,,,,,,
小众后边游览，杭州周边的几个古镇都去了建筑其实都差不多。新市古镇核心区域商业街很多，但是不妨在到达新市古镇后，沿着河边的老房子走走停停，看看风景。老城区的古建大多数都是住着人的，有喜欢这种古建筑韵味的朋友可以去走走，拍拍照。核心区域的古建商业部分比较多，可以坐在河边纳凉，喝一杯茶赏赏景色。吃一吃当地的特色茶糕等。目前不需要门票，去之前可以在平台上看看是否近期有活动。我是五一去的刚好有打铁花的活动，很不错哦。  ,8,"古镇原貌,商业水平不高,童年的梦,古建韵味,河边风景,核心区域,茶糕,打铁花,不需要门票",,,,,,,,,,,,
    这个国庆来新市古镇打卡 体验不一样的古镇游[害羞R],9,"国庆,新市古镇,打卡,体验,古镇游",,,,,,,,,,,,
"??今天想和大家分享一个特别的地方――梦想小镇。一个隐藏在未来科技城的小众江南小镇。	??梦想小镇最初是一个创业小镇，里面零零散散分布了很多创业工作室，目前以休闲商业为主，里面不乏有很多艺术创意工作室。	??梦想小镇园区里，有两个比较大的开放空间，一个是水塘，另外一个是稻田，不同的季节会有不同的体验，这也是我特别喜欢这里的原因这一，总能找到一些只属于现在的“季节限定”，主打一个“不走寻常路”。	??沿河的古街，保留了传统建筑的空间形式，对于一些灰空间的打造尤其用心，驻足其中，体验感丰富。	??小镇的夜景是一个很值得赞的地方，整个园区的灯光设计非常考究，出片率不输白天，说这里是摄影师的天堂，一点都不为过。	??我特别喜欢小镇的自然风光。清晨的露水、午后的阳光、傍晚的微风，每一个瞬间都美得让人心醉。在这里，你可以放慢脚步，与自然亲密接触，感受生活的美好。	??梦想小镇也是艺术家们的天堂。这里有许多手工艺品店和艺术工作室。	??作为一个吃货，小镇上的美食也是我不能错过的。从地道的家常菜到精致的甜点，每一道菜都让人回味无穷。在这里，味蕾也能找到属于自己的小确幸。	?? 如果不想去景区人挤人，如果想放慢脚步，发发呆呆，逛逛小店喝喝茶，这里溜达的基本是附近的居民，游客不多，不管是亲子还是情侣，都能在其中找到适合自己圈层和氛围。??位置：导航到未来科技城梦想小镇（近杭州西站）	???交通停车场入口在梦想小镇北侧的乾仓路周围也有路面市政停车位，地面画白格子的可停地铁到5号线良睦路站A口，出地铁口1.2公里周围很多共享单车，可骑行直达	??配套梦想小镇里零散分布了很多有小资情调的餐厅、咖啡厅、茶馆，北侧仓兴街整条街都是小吃店，可以满足不同消费需求	??附近景点距离未来科技城交流中心大草坪300米（主页有攻略）距离西溪湿地(北门）8.7公里距离良渚玉鸟集13公里               ",1,,,,,,,,,,,,,
新市古镇真的太好拍了??避开人潮 漫步在青石板路上白墙黛瓦 小桥流水随手一拍都是江南烟雨大片还有超多特色小吃??梅花糕、茶糕……根本停不下来！快收下这份小众宝藏古镇攻略?              ,10,"好拍,避开人潮,青石板路,白墙黛瓦,小桥流水,江南烟雨,特色小吃,梅花糕,茶糕,小众,宝藏古镇",,,,,,,,,,,,
"Hi～我是噗噗的爸爸?????分享普通家庭的带娃日常??分享10个杭州自驾1h内的宝藏遛娃地??都是我们带噗噗去过多次的??都是非常适合遛娃的好地方、亲测低幼友好，家有2-3岁宝宝的爸妈可??起来-[一R]大禹生态草莓园[星R][星R][星R][星R][星R]??德清县禹越镇三林村委西南200米我们经常去的一家宝藏草莓??采摘园，好几个草莓大棚，各种品种都有，门票30r随便吃，满200老板还给免门票，草莓很不错，还有芹菜、萝卜可以摘。	[二R]新市古镇[星R][星R][星R][星R][星R]免门票??湖州德清的古镇，人不算多，但是很热闹，一条长长的沿河街道，在老茶楼里坐坐，拍照非常出片。美食很不错，有锦凤羊肉、玲阿娘美食、富贵小吃店、烧羊肉。	[三R]查爷爷有机农场[星R][星R][星R][星R][星R]??海宁查爷爷有机农场可以采摘有机的瓜果蔬菜，一年四季都有，还可以喂羊??喂小兔子??等小动物，可以玩上大半天。	[四R]鹃湖公园[星R][星R][星R][星R][星R]??海宁鹃湖公园（江南大道停车场???）节假日不想人挤人的时候我们都去鹃湖公园挖沙???沙子细腻，免费人少，还可以??露营，户外的好去处。	[五R]南关厢历史街区[星R][星R][星R][星R][星R]??海宁南关厢历史街区是乌镇去不起，而是南关厢更有性价比。0元逛江南水乡，人少静谧，本地人都爱去，还有一家素食自助，旁边还有著名的紫薇冷饮。	[六R]东兴奶牛场[星R][星R][星R][星R][星R]??嘉兴东兴奶牛场可以近距离喂奶牛的宝藏农场，无需预约，免费游玩，比较原始，可以喂草料、看挤奶，买牛奶	[七R]一景生态牧场[星R][星R][星R][星R][星R]??绍兴一景生态牧场，是现代化的牧场，奶牛更多，但是只能隔着玻璃看，体验感上不如东兴，但更干净，有科普长廊，还有大片草坪，奶制品和面包味道更好。	[八R]杭州湾海上花田[星R][星R][星R][星R][星R]??杭州湾海上花田，无需预约，免费参观，适合带着家里老人一起去，尤其春秋季节的时候，各种你能想象的花这里都有，人也不多。	[九R]镜湖国家湿地公园[星R][星R][星R][星R][星R]??绍兴湿地公园，适合露营??可以放风筝，骑自行车，还可以漫步赏梅、喂鱼，旁边还有镜湖海洋公园。	[一R][零R]安昌古镇[星R][星R][星R][星R][星R]??绍兴安昌古镇，无需预约，免费游玩，商业化没有太严重，适合能走路的小宝宝，台阶和小桥太多，推婴儿车不是很方便。-周末不知道去哪玩可以试试这些，杭州出发只要1h没有人挤人体验不一样的带娃。    ",9,"古镇原貌,人少,热闹,沿河街道,老茶楼,拍照出片,美食,锦凤羊肉,玲阿娘美食,富贵小吃店,烧羊肉",,,,,,,,,,,,
隐藏在新市古镇里的阿德土菜馆。在新市游客中心，一条长寿桥上的小破船，已经经营15年了。主打菜是甲鱼煲，路过新市 请一定来尝尝。老板比较古怪 不喜欢生意太多[笑哭R][笑哭R][笑哭R]  ,8,"阿德土菜馆, 新市古镇, 游客中心, 长寿桥, 小破船, 经营15年, 主打菜, 甲鱼煲, 老板古怪, 不喜欢生意太多",,,,,,,,,,,,
高中毕业以后，再一次回到新市真的狠狠地震惊了!新市怎么变得这么好好看啦!古镇和以前一样，还是免费的景区，今晚看到大运河的灯都很惊艳了，元宵节那天估计就更漂亮了[哇R]      ,10,古镇原貌,免费景区,大运河,灯,惊艳,漂亮,,,,,,,
      运河新天地与新市古镇一桥相连感受不一样的新市镇,7,,,,,,,,,,,,,
"白墙灰瓦屋檐秀气的一角在呼出历史的迹象??初秋微凉我在湖州德清邂逅了1700年历史的新市古镇	“人家两岸柳阴边，出得门来便入船。”杨万里描绘的新市船运今天也是得观古义了古宅门口，随处可见仿古的摇橹船在古运河上坐一回摇橹船??像是在和另一时空的她在对话??	刚出炉的梅花糕还在滋滋冒着热气??新市的甜蜜在此刻就能融化你	古镇里的新咖啡??有着不一样的味道推开窗斑斓的河道倒影的是千年以前的记忆一眼万年	每一次呼吸 每一次凝视从前的京杭大运河仿佛又重现天日它链接了历史与现代??因为它让现在的我们能愉悦地在这片建筑中游览??	如果你也想重温在摇橹船的记忆新市会是你的最佳选择??       ",9,"白墙灰瓦,屋檐秀气,历史迹象,初秋微凉,湖州德清,1700年历史,新市古镇,人家两岸柳阴边,古义,古宅门口,仿古摇橹船,古运河,另一时空,刚出炉梅花糕,甜蜜,古镇新咖啡,不一样味道,斑斓河道,千年以前记忆,一眼万年,京杭大运河,历史与现代,建筑游览,摇橹船记忆",,,,,,,,,,,,
"丝起蚕乡，风雅德清。尼龙携手各大高校国风社团，于浙江德清新市古镇春游漫步，共襄一场融汇古意与新潮的国风庙会！	从非遗技艺到汉服走秀，从古镇市集到快闪演出，沉浸式体验丝绸文化，打卡古风集章之旅，还有来自各大高校国风社团倾情助演――这里，是传统与年轻灵魂碰撞的舞台！	更有惊喜嘉宾@周洁琼 现身开幕仪式，与诸君同游古镇，共赴春日之约，敬请期待！	活动时间：4月4日-5日活动地点：浙江省德清新市古镇	 ",9,"古镇原貌,商业水平不高,童年的梦,非遗技艺,汉服走秀,古镇市集,快闪演出,丝绸文化,古风集章,高校国风社团,传统,年轻灵魂,周洁琼,春日之约",,,,,,,,,,,,
太美了太美了太美了路人粉被惊艳到了[哭惹R][哭惹R][哭惹R]  ,10,"美, 路人粉, 惊艳",,,,,,,,,,,,
"早上9点，推开门，店里烟雾缭绕，一桌一桌的大叔喝着早酒配羊肉面，白炽灯下人声嘈杂，我问：”羊肉面还有吗？“	“还有，要几碗？“ ”来三碗，谢谢“。悬着的心才终于放下。	春节去了一趟莫干山，但比起莫干山本山，我最期待的还是山脚下的面。	听闻红烧羊肉面是湖州特色，新市尤其出名，抢手程度是早上5点开卖，9点可能就沽清。恰逢春节，我们懒得跑远，便选了一家德清评价不错的面店试试。	”嚯！“ 光面和羊肉分开上桌，光面是又细又劲道的碱面，羊肉烧得透黑透红，像红烧肉似的，肉、油、皮三连，轻轻夹起，肉软得下坠。精打细算地夹断适当大小，就着面一口闷――人活了，昨晚说明早吃不下的人都闭嘴了。	湖州一带羊肉面用的是湖羊，据说是南宋期间，北方居民随着朝廷南迁而带过来的绵羊。后因太湖附近水好草好，放牧条件优秀，而在定居和发展千年之后，育成了新品种。对于一个被北方绵羊彻底征服的南方孩子来说，湖羊仍然是有一点点膻味的，但不重，和红烧口正好合成了浓郁油润的风味，上头撒着的小米辣挑出了点清香。	因为湿冷而赖床的胃口，瞬间就被羊肉和淀粉的夹击唤醒。	不过，吃红烧羊肉和红烧羊肉面的习惯，似乎不专属湖州。嘉兴、上海、苏州都有类似的做法，配料和面条的选用有些许不同，但调味大抵是同个方向。	- ?除了羊肉面之外，酥鸭面也值得一提。	一样，一碗光面、一碗澎湃的鸭肉料一齐上桌。和羊肉面不同的是，酥鸭面没有那么强烈的视觉冲击，白白的、很素净，拉开了入口的反差感。咸鲜，鸭肉酥烂，配鸭胗、鸭肠、千张，比起羊肉面，更能满足喝汤的渴望。一旁的光面用猪油拌过，两种动物的肉香和脂香结合，存在感一点也不势单力薄。	阿姨笑盈盈地和熟客聊天，一旁的小土狗怯生生地进出厨房，来碗热乎乎的面，构成阴雨绵绵的德清早晨具象的幸福。	会想念的。	          @吃货薯",9,"古镇,羊肉面,湖羊,红烧,碱面,大叔,早酒,白炽灯,人声嘈杂,光面,羊肉,酥鸭面,鸭肉,猪油,阿姨,小土狗,阴雨绵绵,德清早晨,幸福",,,,,,,,,,,,
   ,,,,,,,,,,,,,,
