评论,打分,积极评价要素词汇_1,积极评价要素词汇_2,积极评价要素词汇_3,积极评价要素词汇_4,积极评价要素词汇_5,积极评价要素词汇_6,积极评价要素词汇_7,积极评价要素词汇_8,积极评价要素词汇_9,积极评价要素词汇_10,积极评价要素词汇_11,积极评价要素词汇_12,积极评价要素词汇_13,积极评价要素词汇_14,积极评价要素词汇_15,积极评价要素词汇_16,积极评价要素词汇_17,积极评价要素词汇_18,积极评价要素词汇_19,积极评价要素词汇_20,积极评价要素词汇_21,积极评价要素词汇_22,积极评价要素词汇_23,积极评价要素词汇_24,积极评价要素词汇_25,积极评价要素词汇_26,积极评价要素词汇_27,积极评价要素词汇_28,积极评价要素词汇_29,积极评价要素词汇_30,积极评价要素词汇_31
震泽锄经园去年五月拍的图属于是老图新发了锄经园园小而地狭园内无水跨入月洞门内却宛如登临仙岛方寸之间塞入假山亭廊厅阁等建筑人处其中倒觉悠远深邃向天借地妙趣无穷,9,"震泽,锄经园,园小而地狭,无水,月洞门,仙岛,方寸之间,假山,亭廊,厅阁,悠远深邃,向天借地,妙趣无穷",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVB综艺江湖见打卡吴江震泽黎耀祥麦长青享受惬意江南古镇生活,8,"TVB, 综艺, 江湖见, 打卡, 吴江, 震泽, 黎耀祥, 麦长青, 惬意, 江南, 古镇, 生活",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
今天是烟雨江南古镇还是千篇一律都差不多,4,烟雨江南古镇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
早上起来后直接驱车近百公里到震泽古镇游览震泽古镇免门票停车场免费整个古镇商业气息不是很浓保持着淳朴的民风这在当前大环境下非常难得由于是工作日游人不是很多感觉非常不错,9,"免门票,停车场免费,商业气息不是很浓,保持着淳朴的民风,游人不是很多",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
当时是看到麦芽二字就随手买了俩一黄豆沙馅儿一红豆沙馅儿因为对景点小吃抱有成见向来浅尝辄止不敢买多回来又忘了这个小零食两天后取出来微波一下后悔买少了黄豆沙的尤其好清甜不腻下次再去一定揣上一大包[偷笑R],9,"麦芽, 黄豆沙馅儿, 红豆沙馅儿, 景点小吃, 微波, 清甜不腻",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
震泽镇隶属于江苏省苏州市吴江区位于吴江区西部江浙交界处北濒太湖东西与浙江南浔接界震泽镇是个有2000多年历史的古镇也是个以蚕丝产业闻名的江南水乡先后被评为中国亚麻蚕丝被家纺名镇江苏省历史文化名镇等2016年10月震泽镇被评为第一批中国特色小镇宝塔街位于頔塘河北岸震泽古镇的主要景点和历史遗址都在这条街震泽镇隶属于江苏省苏州市吴江区位于吴江区西部江浙交界处北濒太湖东西与浙江南浔接界慈云禅寺P1112位于江苏苏州市吴江区震泽镇创建于宋咸淳公元1265-1274年年间明正统中1436-1449年重建旧名广济寺坐落于慈云禅寺内的慈云塔位于震泽镇宝塔街东端寺塔以慈云命名故称慈云寺塔民间又称望夫塔该塔为六面五层砖木结构高38.44米由塔壁回廊塔心组成在塔的东南隅有一座为纪念大禹治水而于清乾隆时建造的单孔拱形石桥禹迹桥P113与宝塔互成呼应构成了拱桥塔影这一水乡特有的自然景观,7,"古镇,蚕丝产业,江南水乡,中国亚麻蚕丝被家纺名镇,江苏省历史文化名镇,中国特色小镇,宝塔街,慈云禅寺,慈云塔,望夫塔,禹迹桥,拱桥塔影,水乡",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
甪直古镇朴素宁静像刚学会打扮的农村小姑娘胡乱施了些脂粉没有周庄的浓艳乌镇的精致同里的明快也没有西塘的秀丽和南浔的浑然天成但她仍不失质朴和纯真廊桥的一碗大肉奥灶面随处可见的酱萝卜甪直也是有滋有味的呢苏州市区地铁6号线转快线5路80分钟直达游客廖廖适合一个人的午后慢慢走走,7,"朴素,宁静,质朴,纯真,廊桥,大肉奥灶面,酱萝卜,有滋有味,游客廖廖,适合,午后,慢慢走走",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
??吴江震泽古镇??上海出发沪苏湖高铁盛泽站打车15分钟车程??古镇免费进入部分景点收费各类旅游年卡需在游客中心换取纸质门票1??,6,"古镇免费进入,部分景点收费,各类旅游年卡,游客中心,换取纸质门票",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
震泽一座隐匿在江南水乡的千年古镇 游客不多 保持了纯正当地人的生活场景?这里的慈云寺塔和禹迹桥是震泽古镇的标志性建筑 古塔古桥相互映衬?街边的茶馆里 茶香四溢 人们悠闲地品着茶 谈论着所见所闻?老人们坐在河边垂满柳条的凉亭里 微笑地看着来往人群 眼神里充满了平和?贯穿整个古镇的宝塔街 慢生活和烟火气精神都浓缩在这几百米长度的空间里?在这里 生活不再是匆匆忙忙 有着它最本真的模样,10,"震泽, 江南水乡, 千年古镇, 游客不多, 纯正, 当地人, 生活场景, 慈云寺塔, 禹迹桥, 标志性建筑, 古塔, 古桥, 茶馆, 茶香四溢, 品茶, 悠闲, 老人, 河边, 凉亭, 微笑, 平和, 宝塔街, 慢生活, 烟火气, 最本真的模样",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
金井栏边见羽仪梧桐枝上宿寒枝五陵公子怜文彩画与佳人刺绣衣馀庆堂建于清末前后共有三进坐南朝北一进临花山头路门头上刻有凤穿牡丹三国演义等戏文故事,8,"金井栏,羽仪,梧桐枝,五陵公子,文彩,佳人,刺绣衣,馀庆堂,清末,三进,坐南朝北,花山头路,门头,凤穿牡丹,三国演义,戏文故事",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
师俭堂三进墙门上的砖雕门楼整体舒朗大气既有苏派砖雕门楼的精巧秀丽又融入了震泽本地的地方风格,9,"师俭堂,三进墙门,砖雕门楼,舒朗大气,苏派砖雕门楼,精巧秀丽,震泽本地,地方风格",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[种草R]震泽才是梦里水乡的模样?? 交通指南?? 自驾导航震泽古镇游客中心苏州出发约50分钟上海/杭州约1.5小时?? 高铁至苏州站后转乘震泽专线大巴或直接打车约100元?? 必打卡景点1?? 慈云寺塔+禹迹桥江南塔桥相映的经典CP晴天光影绝美雨天烟雨朦胧随手一拍就是水墨画2?? 师俭堂江南第一堂名不虚传150年历史的深宅大院后花园锄经园藏着绝美四面亭绿荫环绕古风出片神地3?? 宝塔老街350米长的烟火气老街阿婆现包的青菜团子5元/个央视同款仁昌顺非遗定胜糕黑豆腐干边走边吃超满足4?? 蚕桑文化园震泽是中国蚕丝之乡亲手喂蚕宝宝体验缫丝工艺还能买真丝围巾性价比高哟[斜眼R]?? 美食推荐? 四碗茶风枵茶糯米薄片+糖水熏豆茶明目养生本地人待客必备? 老严卤菜馆酱鸭面25元酱汁浓郁鸭肉酥烂嗦完面连汤都喝光? 香青菜团子齐心村阿姨手作豆干+香青菜内馅糯叽叽一口爆香[哇R]?? 小贴士?? 古镇免费师俭堂+慈云寺塔联票75元按需购买?? 穿舒适鞋子石板路+窄巷暴走不累脚?? 推荐住一晚民宿水岸寒舍真丝床品体验江南丝意生活[哇R]? 跟着攻略走震泽不迷路? 点赞收藏周末就出发[暗中观察R],10,"震泽, 梦里水乡, 交通指南, 自驾导航, 震泽古镇游客中心, 苏州, 上海, 杭州, 高铁, 苏州站, 震泽专线大巴, 打车, 必打卡景点, 慈云寺塔, 禹迹桥, 江南塔桥, 光影绝美, 烟雨朦胧, 水墨画, 师俭堂, 江南第一堂, 150年历史, 深宅大院, 后花园, 锄经园, 四面亭, 绿荫环绕, 古风出片神地, 宝塔老街, 烟火气, 青菜团子, 央视同款, 仁昌顺, 非遗定胜糕, 黑豆腐干, 蚕桑文化园, 中国蚕丝之乡, 喂蚕宝宝, 缫丝工艺, 真丝围巾, 性价比高, 四碗茶, 风枵茶, 糯米薄片, 糖水熏豆茶, 明目养生, 老严卤菜馆, 酱鸭面, 酱汁浓郁, 鸭肉酥烂, 香青菜团子, 齐心村阿姨手作, 豆干, 内馅糯叽叽, 小贴士, 古镇免费, 联票, 舒适鞋子, 石板路, 窄巷, 暴走不累脚, 推荐住一晚, 民宿, 水岸寒舍, 真丝床品, 江南丝意生活",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
西塘古镇感觉有些过度开发的了河边同质化的商铺太密集各种景点小吃没什么特色但单论古镇建筑还是很不错的值得一看相比之下震泽古镇会显得多了些悠闲清静河两岸很多小茶馆适合闲坐发呆但是古镇建筑就没有西塘那么多可逛的天气很好随手一拍都像是诗句里的江南??开车去的话两个地方停车都很方便可以直接导航到景区停车场??西塘需要买门票可以提前在线上买好也可以到了现场买震泽不需要买门票??这次住在西塘古镇旁边的万达美华度假酒店环境和服务感觉都很好出门就到景区入口价格感觉也可以???两顿饭都在西塘古镇的古韵餐厅吃的本以为景区里吃饭也不会有什么好吃的但是这家餐厅改变了我的看法第一天晚上吃了一顿感觉很好吃第二天中午又去吃了一顿两天点的菜都很好吃,7,"悠闲,清静,小茶馆,发呆,古镇建筑,天气,诗句,江南,停车,环境,服务,景区入口,价格,古韵餐厅,好吃",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015年开始每年夏天都来今年的口感好像特别好欢迎小伙伴们过来试试就在震泽古镇上~ 时间真的过得好快啊记得当年第1次来的时候老板娘的孩子还小现在儿子都高三了女儿也初三[派对R],9,"口感,老板娘,孩子,儿子,女儿,震泽古镇",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
震泽一座隐匿在江南水乡的千年古镇 游客不多 保持了纯正当地人的生活场景?这里的慈云寺塔和禹迹桥是震泽古镇的标志性建筑 古塔古桥相互映衬?街边的茶馆里 茶香四溢 人们悠闲地品着茶 谈论着所见所闻?老人们坐在河边垂满柳条的凉亭里 微笑地看着来往人群 眼神里充满了平和?贯穿整个古镇的宝塔街 慢生活和烟火气精神都浓缩在这几百米长度的空间里?在这里 生活不再是匆匆忙忙 有着它最本真的模样,10,"隐匿, 千年古镇, 游客不多, 纯正, 当地人, 生活场景, 慈云寺塔, 禹迹桥, 标志性建筑, 古塔, 古桥, 茶馆, 茶香四溢, 品茶, 悠闲, 河边, 凉亭, 微笑, 平和, 宝塔街, 慢生活, 烟火气, 本真",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
震泽镇隶属于江苏省苏州市吴江区位于吴江区西部江浙交界处北濒太湖东西与浙江南浔接界震泽镇是个有2000多年历史的古镇也是个以蚕丝产业闻名的江南水乡先后被评为中国亚麻蚕丝被家纺名镇江苏省历史文化名镇等2016年10月震泽镇被评为第一批中国特色小镇宝塔街位于頔塘河北岸震泽古镇的主要景点和历史遗址都在这条街震泽镇隶属于江苏省苏州市吴江区位于吴江区西部江浙交界处北濒太湖东西与浙江南浔接界慈云禅寺P1112位于江苏苏州市吴江区震泽镇创建于宋咸淳公元1265-1274年年间明正统中1436-1449年重建旧名广济寺坐落于慈云禅寺内的慈云塔位于震泽镇宝塔街东端寺塔以慈云命名故称慈云寺塔民间又称望夫塔该塔为六面五层砖木结构高38.44米由塔壁回廊塔心组成在塔的东南隅有一座为纪念大禹治水而于清乾隆时建造的单孔拱形石桥禹迹桥P113与宝塔互成呼应构成了拱桥塔影这一水乡特有的自然景观,7,"古镇,蚕丝产业,江南水乡,中国亚麻蚕丝被家纺名镇,江苏省历史文化名镇,中国特色小镇,宝塔街,頔塘河,历史遗址,慈云禅寺,宋咸淳,明正统,广济寺,慈云塔,望夫塔,六面五层砖木结构,禹迹桥,清乾隆,单孔拱形石桥,拱桥塔影,水乡,自然景观",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
端午假期 震泽古镇在古镇国保古建筑师俭堂中有个苏州园林编第43号的袖珍私家花园面积仅240平方米但设计巧妙亭厅楼阁假山曲廊园林的基本元素样样齐全四面厅五角亭回廊藜光阁等建筑精巧的星布其间东边沿壁是一回廊西边垒起假山假山上面倚墙建了一个半亭建筑群高低起伏错落有致围墙上空花漏窗疏远阔朗此园名为锄经园意取汉书倪宽传带经而锄一句但锄字少了右边的力这是寓意遇到事情要勤学善思不用蛮力园内一副对联也有意思上联欲无后悔须修己下联各有前因莫羨人,9,"震泽古镇,国保古建筑,俭堂,苏州园林,袖珍私家花园,设计巧妙,亭厅楼阁,假山曲廊,四面厅,五角亭,回廊,藜光阁,建筑精巧,星布,回廊,假山,半亭,高低起伏,错落有致,花漏窗,疏远阔朗,锄经园,汉书倪宽传,带经而锄,寓意,勤学善思,对联,欲无后悔须修己,各有前因莫羨人",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
盘点了一下2024年竟然看过了那么多的江南风物概括下来就是古镇古村古迹文创和展览过去一年足迹基本都在上海和周边区域不算远却也花费了不少时间以及油费只好安慰自己说这一年周末过得挺充实绳命的宽度又增加了一些[暗中观察R][汗颜R]当然也有些遗憾比如未能回临汾看看天台山因为发烧未能成行以及四明山金华浦江东阳古村落游希望来年都会实现吧[红色心形R][种草R]上海周边[种草R][红色心形R]宣城泾县宣纸文化园皖南川藏线黄山歙县歙砚博物馆徽墨工艺许村古村黄山黟县西递古村南屏古村昆山天福湿地周庄嘉兴王江泾镇一里街南湖烟雨楼富阳东梓关村桐庐石舍村青龙坞翙岗古村嵊州崇仁古镇百丈瀑越剧小镇华堂村常熟尚湖赵曾园方塔园湖州南浔古镇百间楼张静江旧居...苏州震泽古镇盛泽先蚕祠黎里古镇三亚海棠湾亚龙湾清水湾[红色心形R][种草R]上海市内[种草R][红色心形R]青浦朱家角青龙寺东西村东厍村刘夏村松江天马山浦江源头方塔园袜子弄张朴桥天主堂天马射电望远镜井凌桥村仓城宝山玻璃博物馆崇明长兴岛奉贤奉贤博物馆青溪老街言子书院浦东EKA天物川沙老宅新场古镇嘉定州桥老街秋霞圃黄埔梓园遗址清心堂徐光启九间楼静安怀恩堂西摩公馆戈登路巡捕房旧址闵行闵行博物馆大零号湾图书馆红园宝龙美术馆金氏宗祠.,2024,"古镇,古村,古迹,文创,展览,充实,绳命,宽度,临汾,天台山,四明山,金华,浦江,东阳,古村落,许村,宣城,泾县,宣纸文化园,皖南川藏线,歙县,歙砚博物馆,徽墨工艺,崇仁古镇,百丈瀑,越剧小镇,华堂村,常熟,尚湖,赵曾园,方塔园,南浔古镇,百间楼,张静江旧居,震泽古镇,盛泽先蚕祠,黎里古镇,天福湿地,周庄,王江泾镇,一里街,南湖烟雨楼,东梓关村,石舍村,青龙坞,翙岗古村,三亚,海棠湾,亚龙湾,清水湾,朱家角,青龙寺,东西村,东厍村,刘夏村,天马山,浦江源头,方塔园,袜子弄,张朴桥,天主堂,天马射电望远镜,井凌桥村,仓城,奉贤博物馆,青溪老街,言子书院,浦东EKA天物,川沙老宅,新场古镇,州桥老街,秋霞圃,梓园遗址,清心堂,徐光启九间楼,怀恩堂,西摩公馆,戈登路巡捕房旧址,闵行博物馆,大零号湾图书馆,红园,宝龙美术馆,金氏宗祠",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"姚明退役后很少出现在公众视野这次突然和父母一起回老家苏州还真让不少人意外4月7日他陪同父母回到吴江老家一家三口的身影在当地引起不小轰动这次回老家姚明身上最明显的变化就是身材以前在球场上那个精瘦的""移动长城""不见了取而代之的是个大肚腩走路时步子都明显变沉估计体重得有三四百斤一身休闲装穿在身上怎么看都不像个经常运动的人在震泽古镇姚明那2米26的个子可吃了不少苦头古镇里的青藤架子对他来说实在太矮每次走过都得弯着腰不然准撞到头倒是他爸妈虽然也都是高个子但走起来还算轻松姚明这一家子的基因真不是盖的他爸姚志源2米08他妈方凤娣1米88都是前篮球运动员这对夫妻不光给儿子遗传了好身高还培养了他的篮球天赋这才造就了后来的NBA巨星有趣的是姚明走到哪都自带降低视角效果周围的工作人员和游客站在他旁边活像进了矮人国不过姚明倒是很平易近人一路上和大家有说有笑完全没有球星架子这次回老家姚明主要是陪父母四处转转他爸今年73了人上了年纪就容易想家一家人去了太湖雪茶馆品茶在当地餐厅吃早茶倒也惬意难得一见的是这次姚明脸上总带着笑容平时他给人印象都是一副严肃脸这回在家乡整个人都轻松了不少尤其是和父亲在景点大堂相互推让的画面让人看了心里暖暖的",7,"古镇原貌,商业水平不高,童年的梦",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
无需滤镜的江南秘境终于被我找到了这里没有摩肩接踵的游客只有青瓦白墙与粉樱碧波的春日私语藏着苏州最后的慢时光??导航定位苏州震泽古镇宝塔街??交通贴士??高铁至苏州站地铁4号线松陵大道站吴江震泽八都专线震泽公交首末站下车步行1.3公里/??至宝塔街??景区门票古镇??开放师俭堂门票30元??春日必打卡点位?? 师俭堂春深似海 百年老宅的雕花窗棂间紫藤与木香织成瀑布回廊转角尽是历史韵味?? 宝塔街烟火满溢 青团子带着艾草清香麦芽塌饼在铁锅滋滋作响老茶楼里枕着吴侬软语饮春茶???? 慈云寺塔&禹迹桥 当春风揉碎了慈云寺塔的倒影震泽用春色如许写信??邀你共读一首流动的江南诗?私藏tips??住宿推荐西坡震泽摩登碰撞古朴的惊艳改造枕着百年雕花入眠时窗棱漏下的月光都是明代的??在地美食凤鸣江南 / 杨子酒家河鲜时蔬在柴火灶起舞葱油鸡一口如魂镬气蒸腾着江南人家的日常??手信必买仁昌顺定胜糕宝塔街尽头的非遗老字号百年传承的流心技法趁热咬破流心的那刻舌尖尝到了乾隆下江南的欢喜@薯队长 @薯条小助手 @生活薯@走走薯 @摄影薯 @日常薯@本地薯 @城市情报官,1,"江南秘境,青瓦白墙,粉樱碧波,慢时光,震泽古镇,师俭堂,雕花窗棂,紫藤,木香,宝塔街,青团子,麦芽塌饼,老茶楼,吴侬软语,慈云寺塔,禹迹桥,西坡震泽,凤鸣江南,杨子酒家,仁昌顺定胜糕,非遗老字号",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
震泽古镇禹迹桥南堍有一家咖啡店叫between cafe环境不错很有情调适合闲暇的午后坐一下午天气好的时候还能坐在店外面感受邻里邻居的烟火气吵吵闹闹柴米油盐又是一天在这个季节香樟树的花随风飘在身上衣服上伴着店门口的栀子花香也曾感觉在每天都能这么过就好了[偷笑R],9,"between cafe,环境,情调,午后,天气,店外面,邻里邻居,烟火气,香樟树,花,栀子花香",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
因为不喜欢旅行路上有太多人所以一直喜欢寻找人少小众景美的地方浙江长兴这次江浙旅行发现的宝藏小城穿行在仿唐街巷中仿佛梦回大唐盛世小众又出片整理了一个唐风打卡攻略分享给大家???唐潮十二坊(免费)??: 浙江省湖州市长兴县水口乡116乡道顾渚风景区有江南小长安的称号仿唐建筑群亭台楼阁唐风建筑很出片拍古风很适合灯笼和建筑结合夜晚灯光亮起仿佛一秒穿越大唐盛世???大唐贡茶院??70元包含茶??票??: 浙江省湖州市长兴县水口乡顾渚村因茶圣陆羽在此隐居时写下茶经而闻名于世藏在竹林深处的茶院被群山竹海包围唐风建筑古色古韵禅意十足登上陆羽阁整个唐潮?十二坊一览无余?古寿圣寺免费)??湖州市长兴县顾渚村前塔场111号(顾渚风景区内)浙江的千年古刹它与杭州灵隐寺齐名距今已有1700多年历史寺庙坐落在水口西部的金山之麓三面群山拥抱翠竹掩映古木参天寺院大门外有一雄一雌两棵千年古银杏树不敢想象秋天满树金黄的时候会有多美???: 陌上花开民宿??浙江省湖州市长兴县水口乡金山外岗村106号这个民宿距离大唐贡茶院和唐潮十二坊开车只要几分钟三层别墅还有很大的院子和花园听老板说他们还有一个猕猴桃基地果子成熟的时候可以采摘,9,"人少,小众,景美,浙江长兴,江浙旅行,宝藏小城,仿唐街巷,梦回大唐,小众又出片,唐风打卡,唐潮十二坊,免费,水口乡,顾渚风景区,江南小长安,仿唐建筑群,亭台楼阁,唐风建筑,灯笼,夜晚灯光,一秒穿越大唐盛世,大唐贡茶院,70元,茶票,茶圣陆羽,茶经,竹林深处,茶院,群山竹海,唐风建筑,古色古韵,禅意十足,陆羽阁,唐潮十二坊,古寿圣寺,免费,湖州市长兴县,顾渚村,千年古刹,杭州灵隐寺,金山之麓,翠竹掩映,古木参天,千年古银杏树,秋天满树金黄,陌上花开民宿,浙江省湖州市长兴县水口乡,三层别墅,院子,花园,猕猴桃基地,采摘",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
??当第一缕春风拂过姑苏城园林里紫藤垂瀑古镇中木香攀墙这座江南水乡摇身变成莫奈笔下的梦幻花园???避开千篇一律的旅游行程收好这条本地人私藏的春日游路线-??姑苏园林探春??沧浪亭网师园艺圃??沧浪亭木绣球4月上旬5月上旬藕花水榭茶室前的木绣球团团如玉映衬着粉墙黛瓦亭台楼阁精致花窗美得直击人心.??艺圃蔷薇4月下旬5月上旬3处蔷薇离入口处都不远细长的藤枝在斑驳的墙面肆意生长在阳光映衬下留下斑驳的花影以门窗为取景框定格园林花海美景??.??网师园紫藤花4月上旬4月中旬彩霞池旁黄石假山上的紫藤可是经典打卡地??满树紫藤花如瀑布般倾泻而下如梦似幻殿春簃的紫藤花窗景随手一拍便自带氛围感-?古镇里的慢时光??震泽古镇避开人潮打卡这座千年古镇白墙黛瓦依水而建石板路蜿蜒通幽适合用一整天感受江南的细腻与松弛感?登慈云寺塔俯瞰古镇全貌漫步师俭堂内里的木香花爬满整个墙头盛花期倾泻而下花香扑鼻站在禹迹桥上远眺日落美景坐摇橹船慢悠悠地穿行于水面之上??河两岸美景如画卷般缓缓展现在眼前沿河老街烟火气十足茶馆老面馆手作店鳞次栉比在河边来碗特色四碗茶??唇齿留香品尝油绿如玉的青团每一口都是春天的味道.??治愈系江南宅院躺平??西坡?震泽民宿位于古镇宝塔街上由一套风韵独特的江南宅院改造而成8间客房小而精??室内蓝橙相间的花砖古典和摩登相结合高品质配置处处是细节静谧的午后在茶台区域和好友小聚畅谈复古泳池旁小坐晒晒太阳?很是惬意廊檐高低过道交错移步一景皆可入画漫步院落随手拍几张氛围感美照-这里是西坡山林湖泊沙漠大海和一个想养胖你的家We Build a Snug Home for You in the Nature.-部分图源@阿毒出行中@田小吱 @拾光不舍昼夜 @居长安 @爱吃胡萝卜猫小姐 @woo是一粒苏,10,"春风,园林,紫藤,木香,江南水乡,梦幻花园,旅游行程,本地人,春日游,姑苏园林,沧浪亭,网师园,艺圃,木绣球,粉墙黛瓦,亭台楼阁,花窗,蔷薇,墙面,花影,门窗,园林花海,紫藤花,瀑布,殿春簃,花窗景,古镇,震泽古镇,人潮,千年古镇,白墙黛瓦,石板路,细腻,松弛感,慈云寺塔,古镇全貌,师俭堂,木香花,禹迹桥,日落美景,摇橹船,河两岸,画卷,老街,烟火气,茶馆,老面馆,手作店,特色四碗茶,青团,春天,治愈系,江南宅院,西坡,震泽民宿,宝塔街,风韵,客房,室内,花砖,古典,摩登,细节,午后,茶台,好友,泳池,廊檐,过道,院落,氛围感美照,山林湖泊,沙漠,大海",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
江苏苏州市吴江区盛泽镇上的先蚕祠是第七批全国重点文物保护单位建于清道光二十年1840年可能是除了北京北海先蚕坛之外现存唯二祭祀蚕神的庙宇先蚕是传说中第一个教民养蚕的人名叫嫘祖是黄帝轩辕氏的正妃先蚕祠既是祭祀蚕神的公祠又兼作丝业公所的办公场所先蚕祠现存一进院落和一座花园主要建筑有山门戏台蚕皇殿财神殿等其中蚕皇殿中供奉轩辕神农和嫘祖先蚕祠附近还有济东会馆烧麦博物馆可以就餐以及数座古桥可以一起参观,7,"先蚕祠,全国重点文物保护单位,祭祀,蚕神,庙宇,传说,嫘祖,黄帝轩辕氏,正妃,丝业公所,办公场所,院落,花园,山门,戏台,蚕皇殿,财神殿,轩辕,神农,嫘祖,济东会馆,烧麦博物馆,古桥",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
震泽古镇青石板弄醇正水乡旧时江南,9,"震泽古镇,青石板弄,醇正,水乡,旧时江南",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
- 交通指南??推荐江浙沪自驾游停车free??吴江-震泽- 景点打卡宝塔街慈云禅寺丝绸博物馆杨嘉墀故居师俭堂愚迹桥太湖雪蚕桑文化园- 美食仁昌顺 喜欢糯唧唧的直接冲老严面馆 苏式面馆四碗茶楼 当地特色茶阿婆团子素馅团子浜兜咖啡可以尝尝老严卤菜馆姜鸭面好吃王记海棠糕豆沙馅的海棠糕tips震泽古镇很小沿着主街宝塔街且吃且逛的话大半天时间就差不多了所以不推荐大家安排住宿江浙沪离得近周末自驾很推荐,8,"交通指南,自驾游,停车free,吴江,震泽,宝塔街,慈云禅寺,丝绸博物馆,杨嘉墀故居,师俭堂,愚迹桥,太湖雪蚕桑文化园,仁昌顺,糯唧唧,老严面馆,苏式面馆,四碗茶楼,当地特色茶,阿婆团子,素馅团子,浜兜咖啡,老严卤菜馆,姜鸭面,王记海棠糕,豆沙馅,周末自驾",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
震泽古镇一游,5,古镇原貌,商业化水平不高,童年的梦,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新年初始漫步震泽古镇临河凭栏处沐浴阳光共茗一杯茶听一曲评弹尝一盘香青菜看老幼红男绿女懒散生活不要太好,10,"古镇,临河凭栏,阳光,茶,评弹,香青菜,老幼红男绿女,懒散生活",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
