评论,打分,积极评价要素词汇_1,积极评价要素词汇_2,积极评价要素词汇_3,积极评价要素词汇_4,积极评价要素词汇_5,积极评价要素词汇_6,积极评价要素词汇_7,积极评价要素词汇_8,积极评价要素词汇_9,积极评价要素词汇_10,积极评价要素词汇_11,积极评价要素词汇_12,积极评价要素词汇_13,积极评价要素词汇_14,积极评价要素词汇_15,积极评价要素词汇_16,积极评价要素词汇_17,积极评价要素词汇_18,积极评价要素词汇_19,积极评价要素词汇_20,积极评价要素词汇_21,积极评价要素词汇_22,积极评价要素词汇_23,积极评价要素词汇_24,积极评价要素词汇_25,积极评价要素词汇_26,积极评价要素词汇_27,积极评价要素词汇_28,积极评价要素词汇_29,积极评价要素词汇_30,积极评价要素词汇_31,积极评价要素词汇_32,积极评价要素词汇_33,积极评价要素词汇_34
江南六大古镇碧玉周庄富土同里风情甪直梦里西塘水阁乌镇富甲南浔你最喜欢哪一个?南浔古镇位于浙江湖州文化底蕴深厚被称为鱼米之乡丝绸之府白墙黑瓦小桥流水人家?乌镇位于浙江嘉兴是一座拥有7000多年历史和1300多年建镇史的古镇它被誉为中国最后的枕水人家更是鱼米之乡丝绸之府的代表字形的内河水系将全镇划分为东栅南栅西栅北栅四个区块?西塘古镇位于浙江嘉兴最具生活气息被誉为生活着的千年古镇快来打卡周杰伦MV同款机位阿汤哥碟中谍3取景地?甪直古镇位于江苏苏州人少景美且充满烟火气它有着独特的水乡特色和历史文化底蕴?同理古镇位于江苏苏州始建于宋代古镇内河道纵横古桥众多众多古建筑保存完好是体验江南水乡风情的绝佳之地?周庄古镇位于江苏昆山周庄是江南水乡的代名词作为开发蕞早的古镇也许有商业化的喧嚣但并不掩没它青瓦白墙的清淡本色,9,"江南,古镇,原貌,文化底蕴,鱼米之乡,丝绸之府,白墙黑瓦,小桥流水,水系,生活气息,千年古镇,烟火气,水乡特色,历史文化底蕴,河道,古桥,古建筑,江南水乡风情,青瓦白墙,清淡本色",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一眼王维笔下描绘的清风绿柳一船春天送来的花枝作渡资周庄观察手记花信篇??清风拂绿柳白水映红桃四月初的周庄乘船行于碧波之上春意扑面而来如久违的老友向旅人递来一树春笺花信??驻足青石板上伸手一捋垂下的绿丝江南的风充满暖意鸽子翩然煽动翅膀随着摇橹船穿柳而过浸没在吴侬软语里??亲爱的旅人周庄的春意刚刚绽放乘一艘摇橹船从富安桥出发穿过座座石桥看尽春日花开桨声尽头有穿竹石栏的新柳正蘸着涟漪写你的名字???春日漫游打卡路线??入口照壁|与多彩鲁冰花合影?纸箱王创意园|打卡纸做的世界?青龙桥|看花影入河成水墨?周庄博物馆|转角遇海棠扑帘?乘船过双桥|感受柳丝的色彩???拍摄指南??????????浅色棉麻长衫与青石板最相宜汉服油纸伞更添古韵备薄外套应对水乡晨暮凉意??花卉特写F1.8-2.8大光圈虚化古建背景??水乡全景ISO200-400配合偏振镜压暗水面反光呈现水乡全貌?定格夕阳?15:00-17:00时段顺光穿透双桥花帘,10,"清风,绿柳,春意,碧波,老友,春笺,花信,青石板,绿丝,暖意,鸽子,摇橹船,吴侬软语,新柳,涟漪,鲁冰花,纸箱王创意园,青龙桥,周庄博物馆,双桥,汉服,油纸伞,花卉特写,古建背景,水乡全景,夕阳",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
乌镇  周庄  南浔古镇  怎么选不想要商业气息浓的想安安静静走走[蹲后续H],6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
??宝子们??今天一定要给你们种草一个超美的地方  周庄古镇????当你踏入周庄就仿佛走进了一幅绝美的江南水乡画卷???古老的石桥横跨在潺潺流水之上河水清澈见底能看到鱼儿欢快地游来游去????坐着小船慢悠悠地穿梭在河道中船夫轻轻摇着橹那感觉简直绝了??岸边是白墙黑瓦的古建筑古色古香充满了历史的韵味?????这里还有各种美食万三蹄??糯糯的入口即化阿婆茶??香气四溢让人回味无穷??夜晚的周庄更是别有一番风味灯光亮起整个古镇如梦如幻?仿佛穿越回了古代??周庄古镇真的是一个来了就不想走的地方??快来这里感受江南水乡的魅力吧????,10,"古镇原貌,江南水乡,石桥,流水,鱼儿,小船,河道,船夫,白墙黑瓦,古建筑,历史韵味,美食,万三蹄,阿婆茶,夜晚,灯光,如梦如幻,穿越感",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
作为江南六大古镇之一的周庄古镇??以其独特的地理风貌深厚的文化底蕴??和淳朴的民风民俗成为了中外游客??热门的旅游目的地吸引着无数旅人前来-??位置江苏省苏州市昆山市周庄镇?营业时间7:30-21:00-?历史悠久周庄古镇始建于北宋时期距今已有900多年的历史是中国江南六大古镇之一??也是中国首??批历史文化名镇??水乡特色周庄四面环水湖???河联络形成了典型的江南小桥流水人家的风貌古镇???的井字型河道上完好保存着14座建于元明清各代的古石桥见证了古镇的繁荣?与历史??的变迁??建筑风格周庄古镇的水巷之间驳岸拱桥粉墙黛瓦??保存完整呈现出一种古老而又充满生活气息??的景象60%以上的民居依旧保留着明清时期的建筑风貌????文化遗产丰富周庄人文荟萃诞生了明朝首富沈万三近代画家陈逸飞等名人??民俗活动周庄民俗活动丰富多彩??如周庄国际旅游节和阿婆茶文化节或是在传统手工艺坊亲手制作纸扇??蓝印花布??感受江南文化的独特韵味??古镇美食??万三蹄周庄内非常有名的猪蹄是古时候江南富人拿来招待贵客的菜??奥灶面中国十大面条之一的奥灶面一定要试试??万三面也是传说中的首富面口感和奥灶面类似??其余小吃桂花糕海棠糕袜底酥等等也是特色?,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
冬去春来??青石巷的皱褶里便落满江南的韵脚??玉兰在飞檐翘角上书写春的韵味??海棠??将胭脂研进留园的晨雾???连拙政园的漏窗都筛出满园香雪??我数着桃瓣上的运河??涟漪游人的油纸伞刚点破山塘街的烟雨???转身又跌进一片绣球花的云霭里???美哉原来这就是姑苏城的春和景明??.1??白玉兰??开花期2下旬-3月??观赏地拙政园 留园 虎丘 沧浪亭 网师园2??梅花??开花期2月中下旬??观赏地秋香园 狮子林 怡园 沧浪亭 林屋洞梅园 香雪海 上方山 黄桥梅花园 消夏湾 可园3??樱花??开花期3下旬-4月??观赏地上方山国家森林公园 谭东村 有轨电车秀岸站  尼盛尚品汇门口 铜观音寺晚樱4??二月兰??开花期2-4月??观赏地东园 虎丘湿地公园 虎丘山风景区5??郁金香??开花期3-4月??观赏地上方山 白马涧 苏州公园6??紫藤??开花期4月上旬??观赏地苏州市立一中 太平老街 网师园 狮子林 留园 拙政园7??木绣球??开花期4月下旬??观赏地莲池湖公园 留园 沧浪亭8??蔷薇??开花期4月??观赏地独墅湖教堂 苏州大公园 艺圃 太平老街 金鸡湖欧月园9??油菜花??开花期3中下旬-4月??观赏地阳澄湖半岛绿汀桥美人际莲花岛同里北联村周庄古镇西山植里古道横泾临湖沿东山大道两旁@薯队长@薯条小助手@生活薯@摄影薯@日常薯@城市情报官 @本地薯,10,"青石巷,江南,玉兰,飞檐翘角,海棠,留园,拙政园,漏窗,桃瓣,运河,油纸伞,山塘街,绣球花,姑苏城,白玉兰,梅花,樱花,二月兰,郁金香,紫藤,木绣球,蔷薇,油菜花,春和景明",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"总要去趟周庄吧附攻略周庄被誉为中国第一水乡古典优雅整个古镇保留了非常完善的明清时期古建筑古镇依河成街过街骑楼白墙黑瓦特别美??门票100/人提前一天购票88晚上九点后免门票??交通江浙沪推荐自驾导航至昆山市周庄古镇??tpis1??停车自驾的不要停在周庄古镇游客中心停车场离古镇好远好远我们停在了富贵园停车场离古镇入口很近哦2??千万别相信花一半门票钱带小路进去的人3??摇船一次260能坐4-6人可以拼船??白天推荐游玩景点1??周庄博物馆古香古色宅院里有当地民俗讲解可全面了解周庄历史文化故事民俗趣事地方美食等沈厅周庄保存较好的清代民居传说中""聚宝盆""不要错过哇2??张厅建于明代典型官宅可以参观看看哦3??双桥这是拍摄江南水乡的最佳位置非常出片也是周庄最古老的桥4??纸箱王主题创意园区景区大门入口处店内饰品摆件是纸壳制成的大开眼界5??花巷雨巷相对于主干道的人山人海更建议大家往小巷子里走走会有意外的美景和静谧??晚上推荐游玩景点周庄夜景黄昏和夜晚的周庄有着另一种美时间充裕的朋友可以等看完夜景再走在河边的石凳上吹着风看着灯光点点一扫疲惫1??摇橹船可在入夜时分乘坐两边花灯刚刚打开抬头月明星稀两岸灯影浮动特别美??船票白天150 / 艘夜间180/ 艘坐6人全程30分钟左右2??四季周庄实景演出大型原生态水乡实景演出万三传奇故事水乡传统婚礼江南风土民情感受江南的水韵之美3??光影秀周庄夜晚最热闹的地方莫过于南湖秋月园了万众期待的最忆南湖光影秀灯光水幕音响效果非常震撼人心??美食推荐1??万三蹄周庄特色猪蹄2??奥灶面味道不错汤底不油腻3??阿婆茶推荐三毛茶馆临窗而坐听听三毛的故事4??袜底酥又脆又酥10r一包15r两包可以带一些回家5??苏帮菜 ?烟雨人家在景区入口外离富贵园停车场很近",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
只此周庄再也不来苏州旅游黑幕重重第一: 报了当地旅游团耳麦竟然要单独收费去过全国这么多旅游景区第一次听说说什么可以不租耳麦跟紧导游人挤人怎么可能不租耳麦第二: 导游私自改变旅游路线忽悠进店消费而不是按照既定路线走欺骗游客说按既定路线需要2个小时没法看演出第三苏州网约车不开经济模式只开优享就是为了多收费5路线收费30多但是提供的服务是一样的和网约车司机闲聊的时候司机表示只要爆单网约车就会关掉经济模式多收3倍的车费第四周庄人挤人就是一个商业街拍照都没时间也没空间竟然还收古镇门票这点真的要向杭州西湖学习苏州和周庄仗着过来旅游的人多苏州和周庄这么搞迟早要被乌镇干掉,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
带父母出游微风细雨当然要去江南水乡转转啦南通??出发一个半小时[大笑R]??交通方式??推荐自驾周庄在江苏昆山但是距离车站距离都比较远??苏州北广场/上海人民广场/上海虹桥长途客运西站均有直达周庄古镇的大巴??高铁至昆山南站转公交??门票100元/人有效期三天每日7:30-21:30其余时间??提前定门票或者问当地民宿老板价格会便宜一些哦??住宿周庄民宿很多很多新建的环境都非常好不一定要住在周庄景区内???车停在民宿民宿会安排专门的车接送至景区省去停车烦恼[耶R]富贵园停车场免费??但不太好停收费停车场基本10元4小时[种草R]游玩路线Day1下午抵达周庄-入住民宿-吃晚饭周庄银子浜检票口入口处必吃万三蹄-夜游周庄-周府张厅-随处看看光影秀-摇橹船-周庄博物馆Day2景区内鑫震源吃早午饭生煎??-沈厅-南湖秋月园-全福讲寺-纸箱王主题创意园-返程??提示[一R]南湖秋月园19点和19点半有灯光秀[哭惹R]第二天白天才发现的我错过了[二R]检票口很多不一定要在正大门人多[三R]摇橹船一定要坐建议傍晚去夜晚灯光亮起微风习习很有故事感??220元一条船可坐6人按船计价门口可以拼一下[四R]沈厅记得摸摸聚宝盆??沾沾财气??[五R]古戏台下午13.30到1530可以免费聆听昆曲表演20分钟[六R]景区大门入口附近纸箱王主题创意园很多东西都是纸制成的很有意思带小朋友必去[七R]美食必吃万三蹄袜底酥@吃货薯 ,9,"古镇原貌,商业水平不高,童年的梦,微风细雨,江南水乡,自驾,大巴,高铁,门票优惠,民宿,免费停车场,接送服务,万三蹄,夜游,光影秀,摇橹船,博物馆,生煎,沈厅,南湖秋月园,全福讲寺,纸箱王主题创意园,灯光秀,古戏台,昆曲表演,聚宝盆,袜底酥",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
好喜欢我拍的周庄呀忍不住发出来让大家看看1月底的周庄人很少有一种静谧的惬意感太适合来度假放松了赶上了好时候去的那几天天气很好景区里很多的小猫小狗都在慵懒地晒太阳游客不多的周庄我真的很爱好想自己的老家就在这里对了我们住在周庄的民宿老板人很好无广我们晚上到的还热心地带我们浅浅逛了一下周庄有一种到朋友亲戚家做客的暖心,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
唐风孑遗宋水依依烟雨江南碧玉周庄周庄一个有着九百多年历史的江南水乡古镇有近百座古宅院第和六十多座砖雕门楼过街骑楼和水墙门随处可见堪称江南水乡的经典今日周庄townwalk一起来打卡古建吧走马楼真能走马环坏绕绕复道行空串联起百年一梦??沈厅沈厅原名敬业堂清末改为松茂堂由江南巨富沈万三的后裔沈本仁于清乾隆七年公元1742年建成沈厅的整个厅堂是典型的前厅后堂建筑格局前后楼屋之间均由过街楼和过道阁连接形成一个环通的走马楼它通过楼道将第六进小堂楼一直到第二进门厅的楼间全部连接环通周长200米为同类建筑中所少见开船来我家后院?兜兜转转暗藏玄机铺散开一池莲蓬??张厅张厅原名为怡顺堂为明代中山王徐达之弟徐逵后裔于明正统年间所建是周庄镇仅存的少量明代建筑之一张厅最惊艳的在于后花园暗藏的河道从园南入水乘小舟穿屋而过水池驳岸上嵌有各式各样的缆船石池水与外界相通确是一派轿从门前进船自家中过的水乡奇景钥匙桥打开新门?层层叠叠方圆能周虽是异道也相安??双桥双桥建于明代万历年间拱桥叫世德桥平桥唤作永安桥两者呈十字交错沟通南北东西连在一起的石桥一长一短桥面一横一竖桥洞一方一圆极像古时开木锁的丁字形钥匙因而当地人习惯称它钥匙桥1983年春画家陈逸飞来到周庄创作了以双桥为原型的画作故乡的回忆周庄双桥引起世人瞩目这把钥匙同样打开了周庄的大门周庄从此走向了世界周庄环境幽静坐在船上游览穿桥过洞颇有情趣建筑古朴极具江南水乡建筑之美随便的一块砖一片瓦捡拾起来都刻着一段精彩的故事,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hi大家好我是Jason上海新场古镇真的太好逛啦一踏入古镇悠悠的江南水乡气息扑面而来这里既有烟火气息的商业老街又有文艺小众的古镇风情从街头到巷尾步步皆是美味诱惑古宅古院古桥青石板路江南水乡氛围感拉满攻略图见??图1718带上攻略赶紧出发吧??打卡攻略?古镇小吃美食主要集中在??牌楼西路以北图18打卡点1游客较多?古镇人文景点主要集中在??牌楼西路以南图18打卡点23游客较少适合拍照?特色美食下沙笋肉烧卖王记海棠糕鸡汤豆腐花草头塌饼臭豆腐汤圆?必打卡点三世二品坊Diyi楼茶园洪福桥千秋桥新场历史文化陈列馆周一闭馆南山寺康家宅沿河长廊烟雨长廊新场水桥?特色地点1??一期一会书吧临河咖啡馆拍ins风窗景2??四库书房淘伴手礼拍新中式风3??竹编坊买小众纪念品看手艺表演4??江南Diyi楼茶园体验老上海茶文化拍复古风5??奚家厅药斑布坊DIY体验感受非遗文化6??缶+文创空间拍ins风淘设计师小物7??康家班土布馆定制复古服饰拍怀旧风8??小半有光杂货铺淘治愈系小物拍小清新??出行交通??定位上海浦东新区新场古镇??交通导航到海泉街停车场6R/H)??交通地铁16号线至新场站下车打车10分钟或乘公交628路直达古镇??Tips??有疑问或希望我去哪里打卡欢迎留言??关注点赞Jason带你去看更多魔都攻略,9,"古镇原貌,江南水乡,烟火气息,文艺小众,美味诱惑,古宅,古院,古桥,青石板路,氛围感,人文景点,特色美食,笋肉烧卖,海棠糕,鸡汤豆腐花,草头塌饼,臭豆腐,汤圆,三世二品坊,Diyi楼茶园,洪福桥,千秋桥,新场历史文化陈列馆,南山寺,康家宅,沿河长廊,烟雨长廊,新场水桥,一期一会书吧,临河咖啡馆,四库书房,竹编坊,江南Diyi楼茶园,奚家厅药斑布坊,缶+文创空间,康家班土布馆,小半有光杂货铺",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
君到姑苏见人家尽枕河作为江南水乡的代表周庄商业开发程度是比较成熟的古镇里那些商铺也都大同小异不同的是我们可以去寻找著名画家陈逸飞和吴冠中笔下的真实周庄究竟是什么样子的~??门票正常买票100R水韵江苏卡免费早上七之前和晚上9点之后也是不收门票的工作人员没上班就不收费?????停车??一定要注意这里面有好几个停车场我们当时就是导航到游客中心结果是最远的停车场还是收费的到景区大门居然还有2公里看别的网友说停在富贵园停车场那里是免费的离的还近~??游玩路线鼓楼牌纸箱王周庄博物馆逸飞之家双桥古戏台张厅苏式生活人居典范沈厅江南名居之最富安桥古镇水巷游迷楼叶楚伧故居不一定要按照顺序边走边逛就好啦~??看表演?10:30-11:3013:30-15:30戏台那里可以免费听昆曲间歇性演出每场20分钟 演出三点半就结束了大家注意时间??坐游船古镇水巷游220/船可坐6人?8:30-21:00万三水上财道280/船可坐6人?8:30-16:30??美食鑫震源是连锁的跟苏州的味道一样随便点都好吃去万三捞卤吃万三蹄和卤味都不错我都替你们尝过了放心吃全程逛下来大概要三四个小时足够可以不用住宿想住宿的也话可以住这里的民宿感受下夜景~,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
当日落染上橘色的天空古镇的青石板泛起光芒看窗外的小桥流水乌篷船悠悠荡荡河岸边的老茶馆里老人们闲聊着家常这一幕仿佛美卷如画[仙女R][仙女R]如果你也想来看看江南的水乡那这6个值得N刷的古镇你一定不要错过[露营灯R][露营灯R]乌镇氤氲的清晨你可以坐在在水边吃着早茶欣赏日出下午在茶馆里喝茶听老人家们闲聊着家常夕阳西下坐着摇橹船乌篷船悠悠荡荡穿梭在古镇的河道间[仙女R]打卡景点木心美术馆草木本色染坊月老庙水上集市矛盾纪念馆[哇R]美食推荐乌镇酱鸭白水鱼定胜糕羊肉面[露营灯R][露营灯R]周庄小桥流水古巷深深漫步在石板路上感受着历史的沉淀在这里你可以漫步古巷在小巷街道感受古镇的历史诉说[仙女R]打卡景点双桥卡沈万三故居周庄博物馆全福寺南湖春晓[哇R]美食推荐万三面周庄大闸蟹青团子万三蹄袜底酥[露营灯R]南浔古镇有湖州一个城不及南浔半个镇的说法南浔一个充满故事的地方既有江南水乡的柔情又有西方建筑的雄伟漫步在古镇感受着两种文化的交融仿佛能触摸到历史的脉络[仙女R]打卡景点小莲庄嘉业藏书楼张佑民旧宅百间楼张静江故居[哇R]美食推荐双交面千张包浔蹄风枵旁皮鱼[露营灯R][露营灯R]西塘古镇我本无意入江南奈何江南入我心烟雨蒙蒙长廊如梦这里是周杰伦歌曲中的红尘客栈白天可以在这里沿着河道漫步感受古镇的静谧烟火逛完古镇去烟雨长廊走走看看歌曲里的山水墨染[仙女R]打卡景点烟雨长廊古弄堂迎秀桥石皮弄西园[哇R]美食推荐叫花鸡桂花糕老马粉蒸肉...[露营灯R][露营灯R]同里古镇这里保留很多小镇的生活片段没有那么商业化小桥流水白墙戴瓦散步小巷三桥品尝烟火美食喝茶听曲体验园林静谧真的很惬意[仙女R]打卡景点退思园崇本堂三桥松石悟园珍珠塔[哇R]美食推荐太湖三白海棠糕状元蹄退思饼赤豆糕[露营灯R][露营灯R]甪直古镇甪直寓意着甪端能一直蹲守在这个风水宝地保护这一放的人民带来吉祥好运小桥流水古巷深深漫步在甪直古镇的石板路上在这里和村民聊天看这里的烟火人气仿佛回到了小时候的时光[仙女R]打卡景点保圣寺万盛米行沈宅萧宅[哇R]美食推荐秋香海棠糕梅农咖啡,10,"古镇原貌,青石板,小桥流水,乌篷船,老茶馆,历史沉淀,文化交融,烟火气息,园林静谧,村民互动,烟火人气",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
你的一句春不晚我就到了真江南这个梗出自苏轼的惠崇春江晚景因为喜欢江南水乡的温婉定居在了苏州一直以为苏州的美没有那座江南城市可以超过直到我来了绍兴突然觉得还是有可以跟苏州媲美的江南水乡的.想把这座小城很真诚地推荐给大家但也怕这里被嘈杂的声音所扰动不管怎样带你看看我眼中的绍兴吧.??绍兴3??天2??夜游玩攻略Day1???苏州自驾出发抵达???东湖 ??十里荷塘????犭央(ang)犭茶(sang)湖????西小路历史街区?????入住绍兴市区Day2???仓桥直街????书圣故里????八字桥????鲁迅故里????兰亭 ???入住安昌古镇Day3??安昌古镇??柯桥古镇??苏州.??推荐必打卡的地方.1??犭央犭茶 湖ang sang建于明代的避风石塘古纤道小众到不能再小众的地方工作日来的话基本没人.2??东湖以崖壁岩洞石桥湖面巧妙结合也是绍兴的一大园林来此乘船进入岩洞仿若进入了桃花源记的世界.3??西小路藏在闹市里的江南水乡建筑层峦叠嶂好像现实版的江南百景图.4??环山路这里阴天晴天都别有一番韵味而且游人稀少街边的绿树配上粉墙黛瓦非常江南.5??兰亭这里有日本琉璃光院的同款天章之寺也有王羲之的真迹还有应景的大白鹅.6??安昌古镇这是非常小众的一个古镇里面有着老绍兴人的回忆不妨来此小住一日吧.7??柯桥古镇傍晚的柯桥古镇随着科技的光影这里成了江南的另一种画面.8??镜湖十里荷塘接天莲叶无穷碧映日荷花别样红在这里得以具像化.9??鲁迅故里做先生书迷访先生故里读了那么多年先生的书总要来次他的家乡吧.??仓桥直街江南烟火气最抚凡人心来这里感受绍兴人的慢生活.??注意现在小红书上线了100天运动打卡挑战活动可以参与领取背包挂件等哦跟我一样带着可爱的包挂一起旅行环游世界吧,9,"江南水乡,温婉,东湖,十里荷塘,犭央犭茶湖,西小路历史街区,仓桥直街,书圣故里,八字桥,鲁迅故里,兰亭,安昌古镇,柯桥古镇,避风石塘,古纤道,崖壁岩洞,石桥湖面,园林,桃花源记,层峦叠嶂,江南百景图,粉墙黛瓦,天章之寺,王羲之真迹,大白鹅,老绍兴人回忆,科技光影,十里荷塘,接天莲叶,映日荷花,鲁迅故里,江南烟火气,慢生活",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
??周庄古镇位于苏州市昆山市是江南六大古镇之一兴盛于北宋四面环水依水成街桥街相连井字型河道上完好保存着富安桥双桥太平桥等14座建于元明清各代的古石桥800多户原住民枕河而居60%以上的民居依旧保存着明清时期的建筑风貌??主要景点步行线路太平桥逸飞之家双桥古戏台张厅沈厅富安桥澄虚道院迷楼全福讲寺周庄博物馆??双桥建于明万历年间由一座石拱桥世德桥和一座石梁桥永安桥组成桥面一横一竖桥洞一方一圆样子很像是古时候人们使用的钥匙当地人便称之为钥匙桥??张厅是周庄镇仅存的少量明代建筑之一原名怡顺堂相传为明代中山王徐达之弟徐逵后裔于明正统年间所建清初卖给张姓人家改名玉燕堂俗称张厅张厅前后七进正厅玉燕堂有幅对联轿从门前进船自家中过来张厅可以直接把船划到家中来张厅后花园有小河箸径直通南湖花园中还有水池是用来给船只掉头的??沈厅原名敬业堂清末改为松茂堂由沈万三后裔沈本仁于清乾隆七年(公元1742年)建成共有七进五门楼由三部分组成前部是水墙门河埠供停靠船只洗涤之用中部是墙门楼茶厅正厅为接送宾客办理婚丧大事及议事之处后部是大堂楼小堂楼后厅为生活起居之处其有大小一百多间房屋是典型的前厅后堂的建筑格局沈厅的第五进中安放着江南豪富沈万三的坐像他的面前有金光闪闪的聚宝盆走进沈厅的每一个人都会对沈万三这个传奇人物产生浓厚的兴趣??富安桥旧集市的中心桥系花岗石质地单孔拱桥拱券分节并列砌置是江南水乡仅存的立体型桥楼合壁建筑??门票1003天内自由进出??? 开放时间全年全天早上730之前晚上2100之后免费??地址江苏省苏州市昆山市周庄镇??交通昆山南站到周庄古镇约36公里55分钟?,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
周庄建筑的局部特写那白墙灰瓦完美诠释着江南水乡的典雅与婉约古色古香的明清院落建筑和砖雕门楼错落有致地分布在沿岸高耸的檐角倒映在河中宛如一幅绝美的水墨画卷在这里时光仿佛悠悠停滞一切都显得那么静谧与恬美你可以悠然漫步在古老的街道上深深感受着历史的厚重沉淀也可以乘船缓缓游览静静欣赏着两岸如诗如画的美景周庄这座千年古镇犹如一颗璀璨明珠散发着独特的魅力等待着你来揭开它那神秘迷人的面纱??宝子们快来点赞关注呀??,10,"白墙灰瓦,江南水乡,古色古香,明清院落,砖雕门楼,檐角,水墨画卷,时光停滞,静谧,恬美,古老街道,历史厚重,沉淀,乘船游览,两岸美景,千年古镇,璀璨明珠,独特魅力,神秘迷人",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
